trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2017-07-06 00:00:00.000,13,63,34.819855
2015-08-22 00:00:00.000,1,54,28.100695
2020-04-01 00:00:00.000,4,20,11.243055
2016-10-13 00:00:00.000,1,72,30.96875
2020-07-26 00:00:00.000,1,26,14.269076
2018-12-25 00:00:00.000,8,71,36.288193
2021-03-07 00:00:00.000,1,18,6.8208957
2016-06-08 00:00:00.000,1,67,30.713287
2021-02-22 00:00:00.000,6,72,38.972221
2022-10-27 00:00:00.000,1,81,34.192471
2021-10-08 00:00:00.000,2,74,35.188812
2017-07-05 00:00:00.000,13,59,33.153847
2021-06-06 00:00:00.000,1,45,3.4568965
2019-04-18 00:00:00.000,1,65,30.306337
2022-06-02 00:00:00.000,0,69,36.096943
2019-02-07 00:00:00.000,4,76,34.288193
2015-10-25 00:00:00.000,1,44,20.313902
2020-06-05 00:00:00.000,2,67,30.004017
2020-11-15 00:00:00.000,1,31,12.888502
2016-09-24 00:00:00.000,1,69,29.878471
2019-07-08 00:00:00.000,1,56,24.723776
2019-02-09 00:00:00.000,6,45,22.857143
2015-09-01 00:00:00.000,2,72,37.260418
2017-11-22 00:00:00.000,1,67,27.618055
2018-01-27 00:00:00.000,1,62,25.701754
2015-12-08 00:00:00.000,1,76,34.438595
2022-10-05 00:00:00.000,1,74,32.370907
2021-07-05 00:00:00.000,1,63,31.58885
2018-06-07 00:00:00.000,1,62,25.829861
2016-06-07 00:00:00.000,1,72,35.737762
2022-09-22 00:00:00.000,1,81,36.654182
2015-10-07 00:00:00.000,1,69,31.76655
2020-08-19 00:00:00.000,2,60,30.289963
2016-08-30 00:00:00.000,1,36,15.871528
2022-10-11 00:00:00.000,0,74,30.552845
2017-10-02 00:00:00.000,1,59,24.486111
2021-03-29 00:00:00.000,2,63,31.399305
2019-03-16 00:00:00.000,1,51,24.827957
2022-06-20 00:00:00.000,1,62,28.170385
2021-10-22 00:00:00.000,1,74,34.96154
2021-04-16 00:00:00.000,2,63,26.208334
2022-12-31 00:00:00.000,1,45,20.736641
2021-08-25 00:00:00.000,1,67,31.357639
2016-01-05 00:00:00.000,9,71,31.251852
2022-10-14 00:00:00.000,0,76,33.245319
2018-09-02 00:00:00.000,1,35,15.412587
2015-11-15 00:00:00.000,1,56,22.240417
2022-11-03 00:00:00.000,1,74,30.192074
2016-07-22 00:00:00.000,1,76,35.792984
2023-02-23 00:00:00.000,1,72,30.664429
2018-02-27 00:00:00.000,2,69,31.458042
2017-05-02 00:00:00.000,1,51,26.254354
2016-11-02 00:00:00.000,1,69,28.303137
2020-10-22 00:00:00.000,2,67,29.965157
2019-02-06 00:00:00.000,1,60,29.027874
2017-11-05 00:00:00.000,1,47,16.409721
2021-09-26 00:00:00.000,1,56,26.506945
2015-12-19 00:00:00.000,1,69,28.167248
2020-06-14 00:00:00.000,1,26,13.161172
2017-02-08 00:00:00.000,1,59,26.336805
2017-08-02 00:00:00.000,1,56,25.96063
2019-02-17 00:00:00.000,1,36,14.347518
2017-10-16 00:00:00.000,1,57,25.655052
2017-09-02 00:00:00.000,1,38,15.738676
2015-08-16 00:00:00.000,1,29,10.590278
2019-10-23 00:00:00.000,2,67,29.170139
2017-11-26 00:00:00.000,1,47,15.67037
2016-01-09 00:00:00.000,2,71,32.631943
2019-11-09 00:00:00.000,4,63,29.648083
2019-03-30 00:00:00.000,1,42,18.867132
2022-05-02 00:00:00.000,1,72,29.829662
2019-06-25 00:00:00.000,1,63,29.968422
2020-01-03 00:00:00.000,9,63,30.270834
2018-06-12 00:00:00.000,1,58,24.606272
2019-01-29 00:00:00.000,1,67,27.574913
2015-11-24 00:00:00.000,1,71,30.28772
2017-04-24 00:00:00.000,4,51,24.175438
2016-10-12 00:00:00.000,1,65,26.296167
2016-03-05 00:00:00.000,8,56,30.254354
2015-12-22 00:00:00.000,1,81,35.073944
2019-05-29 00:00:00.000,1,63,27.985916
2020-02-11 00:00:00.000,6,65,33.006943
2021-09-06 00:00:00.000,1,65,32.89547
2021-08-13 00:00:00.000,1,67,32.525364
2021-01-15 00:00:00.000,6,63,34.9375
2019-04-13 00:00:00.000,4,51,28.299295
2021-02-02 00:00:00.000,4,67,36.545139
2019-08-19 00:00:00.000,1,49,19.59375
2017-09-03 00:00:00.000,1,36,14.904593
2018-03-04 00:00:00.000,4,47,19.472029
2016-02-11 00:00:00.000,6,80,40.895832
2016-09-22 00:00:00.000,1,74,33.132866
2021-11-07 00:00:00.000,8,60,28.40625
2022-06-09 00:00:00.000,1,67,29.568472
2019-03-06 00:00:00.000,1,60,29.493008
2018-10-07 00:00:00.000,1,49,19.777779
2018-07-14 00:00:00.000,1,42,22.072916
2016-06-04 00:00:00.000,2,81,40.347221
2015-11-21 00:00:00.000,1,74,33.142857
2021-03-09 00:00:00.000,4,65,33.757896
2015-09-07 00:00:00.000,1,65,32.0625
2021-12-04 00:00:00.000,1,69,33.177082
2018-07-25 00:00:00.000,1,53,23.729166
2022-01-27 00:00:00.000,1,60,27
2022-08-09 00:00:00.000,1,67,27.260817
2020-10-13 00:00:00.000,2,83,33.517361
2021-02-25 00:00:00.000,6,69,36.527473
2017-11-25 00:00:00.000,1,59,26.01181
2020-05-31 00:00:00.000,1,6,2.7929823
2020-03-08 00:00:00.000,2,49,22.674999
2021-12-29 00:00:00.000,1,85,36.416668
2020-09-18 00:00:00.000,4,65,31.653465
2021-10-30 00:00:00.000,1,53,23.399305
2019-08-30 00:00:00.000,1,36,15.972222
2017-01-17 00:00:00.000,15,64,36.703835
2018-02-28 00:00:00.000,1,71,28.24542
2019-07-26 00:00:00.000,1,57,26.409721
2016-02-02 00:00:00.000,2,89,40.878471
2015-08-27 00:00:00.000,1,78,38.006992
2022-06-26 00:00:00.000,1,44,18.904327
2016-08-23 00:00:00.000,2,67,35.010452
2016-08-22 00:00:00.000,1,56,30.923346
2021-01-12 00:00:00.000,4,80,37.320557
2016-05-10 00:00:00.000,2,67,37.494545
2015-12-29 00:00:00.000,1,90,41.73859
2021-10-02 00:00:00.000,6,69,44.732674
2019-09-24 00:00:00.000,1,67,28.066202
2019-05-17 00:00:00.000,1,71,27.385159
2016-04-14 00:00:00.000,2,69,37.874565
2017-06-11 00:00:00.000,1,45,12.324041
2018-05-19 00:00:00.000,1,29,13.513986
2021-07-29 00:00:00.000,1,63,29.3554
2015-10-22 00:00:00.000,4,83,37.700729
2016-09-27 00:00:00.000,1,65,28.641115
2021-03-04 00:00:00.000,4,67,35.094696
2021-07-03 00:00:00.000,1,60,31.642105
2021-06-14 00:00:00.000,1,63,36.757084
2022-06-19 00:00:00.000,0,42,19.176796
2017-12-11 00:00:00.000,1,61,25.043306
2017-10-11 00:00:00.000,1,61,27.721254
2020-01-18 00:00:00.000,9,63,32.278744
2016-05-08 00:00:00.000,1,76,34.14386
2018-04-05 00:00:00.000,1,63,28.944445
2015-08-17 00:00:00.000,1,58,25.745646
2021-05-23 00:00:00.000,1,6,1.9791666
2022-10-02 00:00:00.000,1,56,22.829802
2016-08-13 00:00:00.000,6,63,31.081272
2019-02-15 00:00:00.000,6,71,32.299652
2016-11-19 00:00:00.000,1,62,26.142361
2020-07-01 00:00:00.000,2,63,31.153847
2017-06-13 00:00:00.000,1,61,26.986111
2020-01-31 00:00:00.000,6,71,33.697918
2019-08-22 00:00:00.000,1,53,23.861111
2017-04-09 00:00:00.000,1,54,25.461805
2016-05-03 00:00:00.000,4,67,37.229965
2018-07-26 00:00:00.000,1,54,24.503471
2023-01-24 00:00:00.000,1,85,37.313129
2018-11-03 00:00:00.000,1,56,22.770834
2016-11-05 00:00:00.000,1,56,25.670139
2023-01-22 00:00:00.000,1,56,21.326302
2017-07-15 00:00:00.000,1,36,20.139345
2021-10-12 00:00:00.000,1,71,36.982143
2022-07-26 00:00:00.000,1,63,27.088253
2022-08-16 00:00:00.000,1,69,28.247702
2018-03-16 00:00:00.000,1,63,30.153311
2019-09-06 00:00:00.000,1,64,29.729166
2018-04-22 00:00:00.000,1,45,23.6446
2016-02-04 00:00:00.000,4,83,40.909721
2016-08-14 00:00:00.000,1,36,16.489584
2019-05-10 00:00:00.000,1,65,26.729824
2017-02-04 00:00:00.000,1,49,24.951389
2017-10-21 00:00:00.000,1,53,25.375
2020-11-18 00:00:00.000,2,69,29.623693
2018-10-08 00:00:00.000,1,56,21.721254
2017-07-03 00:00:00.000,1,54,25.590748
2016-11-13 00:00:00.000,1,53,22.163195
2022-07-25 00:00:00.000,0,60,26.141277
2015-10-03 00:00:00.000,1,60,29.167248
2015-09-24 00:00:00.000,1,36,12.611111
2021-12-26 00:00:00.000,1,44,22.701571
2017-02-12 00:00:00.000,1,45,18.84375
2018-04-28 00:00:00.000,1,54,28.017361
2021-07-31 00:00:00.000,2,51,26.91844
2023-02-16 00:00:00.000,1,74,29.475496
2021-02-19 00:00:00.000,2,65,32.259514
2021-02-28 00:00:00.000,1,18,6.2022901
2018-04-08 00:00:00.000,1,49,22.487804
2022-02-08 00:00:00.000,1,76,42.752613
2022-05-07 00:00:00.000,0,53,21.796522
2021-05-11 00:00:00.000,1,22,10.114983
2017-05-29 00:00:00.000,1,53,20.405693
2022-06-10 00:00:00.000,1,71,29.643902
2018-02-14 00:00:00.000,1,80,31.083624
2021-10-05 00:00:00.000,1,76,35.298611
2021-07-07 00:00:00.000,1,63,30.084211
2021-02-10 00:00:00.000,4,71,37.704861
2023-02-04 00:00:00.000,1,83,33.122829
2016-10-02 00:00:00.000,1,53,23.188154
2020-04-15 00:00:00.000,6,27,14.74216
2019-07-20 00:00:00.000,1,44,21.180555
2021-05-26 00:00:00.000,4,67,34.517361
2019-03-14 00:00:00.000,1,62,25.25
2018-06-10 00:00:00.000,1,40,10.340278
2022-11-04 00:00:00.000,0,76,31.163252
2020-10-12 00:00:00.000,1,63,29.392361
2019-06-02 00:00:00.000,1,27,10.379791
2018-03-17 00:00:00.000,1,51,24.020979
2018-05-25 00:00:00.000,1,62,25.125435
2017-09-18 00:00:00.000,1,51,24.879032
2018-05-06 00:00:00.000,1,51,23.131945
2018-04-13 00:00:00.000,1,69,31.818182
2018-07-17 00:00:00.000,1,54,23.418118
2020-11-26 00:00:00.000,4,60,25.208334
2021-08-05 00:00:00.000,2,65,32.829861
2022-02-20 00:00:00.000,1,42,17.716784
2017-11-18 00:00:00.000,1,54,21.857143
2021-01-30 00:00:00.000,4,20,11.1875
2016-10-16 00:00:00.000,1,53,21.261324
2022-05-03 00:00:00.000,1,69,28.146601
2021-06-04 00:00:00.000,1,69,33.410789
2017-03-27 00:00:00.000,1,56,23.975
2021-05-04 00:00:00.000,1,24,12.413195
2020-01-13 00:00:00.000,6,60,28.470383
2018-05-09 00:00:00.000,2,58,30.73077
2022-03-12 00:00:00.000,1,80,21.604166
2016-10-24 00:00:00.000,1,63,24.418118
2022-05-13 00:00:00.000,1,74,32.589508
2020-07-10 00:00:00.000,6,62,30.684029
2018-08-17 00:00:00.000,1,49,26.038328
2019-03-08 00:00:00.000,1,69,30.630281
2020-08-11 00:00:00.000,4,62,30.079861
2016-08-28 00:00:00.000,1,38,18.15625
2015-12-06 00:00:00.000,1,54,17.968641
2019-04-22 00:00:00.000,1,53,21.611889
2017-08-25 00:00:00.000,2,51,27.438162
2016-08-04 00:00:00.000,1,71,36.325089
2015-08-25 00:00:00.000,1,74,35.208332
2016-07-25 00:00:00.000,1,62,29.076654
2022-05-11 00:00:00.000,1,72,32.205971
2021-01-28 00:00:00.000,4,67,35.631943
2016-08-08 00:00:00.000,1,62,28.33218
2020-05-30 00:00:00.000,1,11,5.8854165
2018-10-19 00:00:00.000,1,63,24.975609
2022-10-31 00:00:00.000,1,72,27.842649
2022-05-15 00:00:00.000,1,63,24.423418
2016-08-27 00:00:00.000,2,53,26.390244
2021-04-27 00:00:00.000,1,74,33.142361
2018-02-17 00:00:00.000,2,45,23.28421
2021-06-02 00:00:00.000,2,60,30.427999
2021-01-02 00:00:00.000,1,18,4.0416665
2021-05-15 00:00:00.000,1,11,1.8986014
2016-08-18 00:00:00.000,2,72,38.149467
2017-07-24 00:00:00.000,1,49,24.565891
2017-03-23 00:00:00.000,1,57,26.86014
2015-08-11 00:00:00.000,11,62,38.601265
2019-12-28 00:00:00.000,6,65,34.892361
2015-10-12 00:00:00.000,2,71,31.09091
2019-12-10 00:00:00.000,4,67,30.574913
2022-08-19 00:00:00.000,1,69,30.386539
2017-10-04 00:00:00.000,1,59,27.097221
2020-01-12 00:00:00.000,2,35,17.090591
2018-11-16 00:00:00.000,9,74,35.100693
2019-03-22 00:00:00.000,1,71,24.856354
2021-10-11 00:00:00.000,1,67,30.225807
2022-07-03 00:00:00.000,0,38,16.948473
2018-01-23 00:00:00.000,1,59,28.469965
2017-03-07 00:00:00.000,4,63,36.863014
2021-07-11 00:00:00.000,1,36,19.550877
2019-09-28 00:00:00.000,1,56,25.567944
2018-03-13 00:00:00.000,1,62,29.493008
2019-09-12 00:00:00.000,1,58,26.552084
2020-05-13 00:00:00.000,1,42,17.745832
2017-07-11 00:00:00.000,1,54,26.320284
2021-02-21 00:00:00.000,1,15,4.8053436
2017-04-02 00:00:00.000,1,47,20.181185
2023-01-09 00:00:00.000,1,69,29.358639
2022-03-02 00:00:00.000,1,63,29.258741
2019-01-22 00:00:00.000,2,62,26.076654
2021-02-03 00:00:00.000,4,71,35.330799
2022-11-13 00:00:00.000,0,71,24.4
2018-05-03 00:00:00.000,1,63,29.195122
2015-10-11 00:00:00.000,1,67,23.5
2021-01-19 00:00:00.000,11,60,35.381943
2020-01-30 00:00:00.000,13,67,37.024307
2021-08-10 00:00:00.000,1,63,31.478102
2020-01-28 00:00:00.000,11,67,36.458332
2016-12-05 00:00:00.000,1,69,26.445993
2016-02-17 00:00:00.000,2,76,34.614037
2020-08-09 00:00:00.000,2,33,16.930555
2016-09-20 00:00:00.000,1,74,32.454861
2021-10-13 00:00:00.000,6,69,33.768951
2019-10-14 00:00:00.000,1,63,26.582144
2022-10-10 00:00:00.000,1,69,21.721169
2020-02-15 00:00:00.000,6,54,29.905924
2016-03-13 00:00:00.000,1,51,20.191637
2018-05-05 00:00:00.000,1,56,27.229965
2018-03-21 00:00:00.000,1,62,26.765734
2017-04-28 00:00:00.000,22,61,43.804195
2017-09-30 00:00:00.000,1,63,28.452961
2021-12-13 00:00:00.000,6,76,36.902439
2015-09-06 00:00:00.000,1,40,18.427084
2016-06-14 00:00:00.000,1,87,39.585365
2016-09-19 00:00:00.000,1,60,20.599302
2015-12-20 00:00:00.000,1,51,16.315971
2020-03-11 00:00:00.000,6,69,32.699299
2022-10-23 00:00:00.000,1,60,22.88484
2019-11-27 00:00:00.000,8,67,31.934029
2019-03-19 00:00:00.000,1,58,25.879562
2021-06-07 00:00:00.000,1,62,32.57085
2018-10-18 00:00:00.000,1,65,28.174215
2021-02-06 00:00:00.000,1,13,5.7707644
2019-11-25 00:00:00.000,2,65,27.375
2018-06-29 00:00:00.000,2,67,30.394365
2019-05-04 00:00:00.000,1,53,25.849649
2018-05-11 00:00:00.000,1,72,32.725693
2016-06-10 00:00:00.000,1,76,32.684029
2018-11-17 00:00:00.000,1,56,25.006945
2020-04-05 00:00:00.000,6,18,10.083624
2016-01-24 00:00:00.000,4,44,16.131945
2021-10-18 00:00:00.000,1,65,30.563829
2022-07-24 00:00:00.000,0,40,17.066025
2021-01-16 00:00:00.000,4,29,14.052083
2015-09-13 00:00:00.000,1,47,20.315971
2021-09-23 00:00:00.000,8,74,38.822918
2017-10-24 00:00:00.000,1,53,25.723776
2022-12-29 00:00:00.000,1,87,36.18
2022-09-05 00:00:00.000,1,74,31.080997
2022-08-18 00:00:00.000,1,69,28.799152
2021-02-01 00:00:00.000,4,72,36.940971
2016-05-18 00:00:00.000,2,81,42.04895
2018-07-09 00:00:00.000,1,51,23.67742
2023-01-03 00:00:00.000,1,76,30.554558
2018-04-23 00:00:00.000,1,38,17.357639
2022-01-23 00:00:00.000,0,60,24.595348
2018-01-07 00:00:00.000,1,40,14.651568
2021-02-11 00:00:00.000,4,72,36.788193
2022-03-08 00:00:00.000,4,71,37.791668
2016-01-02 00:00:00.000,11,31,19.873684
2019-09-30 00:00:00.000,1,58,25.478872
2018-06-16 00:00:00.000,1,62,26.296167
2017-10-17 00:00:00.000,1,61,27.407017
2020-02-26 00:00:00.000,6,63,32.5
2022-02-05 00:00:00.000,1,65,29.899305
2020-01-07 00:00:00.000,17,80,44.017605
2022-04-13 00:00:00.000,1,78,28.131422
2020-06-19 00:00:00.000,2,62,32.813622
2018-01-26 00:00:00.000,1,76,30.077738
2022-01-20 00:00:00.000,4,65,30.600695
2022-01-22 00:00:00.000,11,29,20.131945
2020-04-26 00:00:00.000,1,13,6.0035462
2016-01-19 00:00:00.000,3,28,12.167248
2020-03-26 00:00:00.000,4,20,10.659722
2023-02-09 00:00:00.000,4,78,31.13476
2018-02-19 00:00:00.000,1,58,23.160839
2018-11-04 00:00:00.000,1,47,16.526133
2021-11-02 00:00:00.000,1,87,37.059029
2018-12-03 00:00:00.000,1,63,23.899305
2020-05-04 00:00:00.000,6,51,21.712767
2019-06-13 00:00:00.000,1,63,27.388111
2020-09-30 00:00:00.000,1,65,30.614584
2018-07-15 00:00:00.000,1,35,14.737762
2018-03-02 00:00:00.000,1,65,27.65934
2017-01-28 00:00:00.000,6,53,28.549644
2021-12-08 00:00:00.000,1,74,35.585365
2019-11-06 00:00:00.000,4,71,31.208334
2019-03-07 00:00:00.000,1,69,30.31119
2022-08-29 00:00:00.000,1,58,23.92724
2023-01-15 00:00:00.000,1,49,15.724868
2017-06-05 00:00:00.000,1,53,23.391609
2019-09-09 00:00:00.000,1,51,22.596552
2016-02-28 00:00:00.000,1,44,18.731707
2016-01-17 00:00:00.000,1,65,28.003471
2015-08-07 00:00:00.000,2,49,23.770493
2023-01-26 00:00:00.000,1,80,35.294044
2020-10-07 00:00:00.000,2,71,32.719723
2022-08-28 00:00:00.000,1,40,17.903246
2016-11-04 00:00:00.000,1,72,34.369717
2015-08-21 00:00:00.000,2,76,35.659721
2017-05-05 00:00:00.000,1,61,29.111111
2019-01-20 00:00:00.000,1,44,17.996504
2018-10-10 00:00:00.000,1,63,24.777779
2021-12-07 00:00:00.000,1,87,36.207745
2019-10-28 00:00:00.000,1,53,20.406475
2021-11-01 00:00:00.000,1,72,35.003471
2021-02-18 00:00:00.000,8,63,36.107639
2020-06-06 00:00:00.000,1,31,14.426295
2020-02-01 00:00:00.000,8,56,30.554007
2019-02-19 00:00:00.000,1,63,27.750877
2017-04-22 00:00:00.000,1,53,26.498259
2021-12-30 00:00:00.000,0,69,33.747406
2017-12-26 00:00:00.000,1,65,28.358885
2016-03-06 00:00:00.000,1,51,21.090591
2019-11-01 00:00:00.000,13,71,38.024563
2023-01-16 00:00:00.000,1,69,29.21648
2022-10-26 00:00:00.000,1,76,29.378571
2016-11-07 00:00:00.000,1,60,23.305147
2016-02-26 00:00:00.000,4,72,36.453873
2022-11-29 00:00:00.000,1,78,32.768169
2019-02-05 00:00:00.000,1,60,25.409721
2020-11-22 00:00:00.000,1,29,13.659722
2018-06-23 00:00:00.000,1,49,24.191637
2018-09-26 00:00:00.000,1,72,32.3554
2018-01-02 00:00:00.000,1,51,17.814035
2018-07-19 00:00:00.000,1,53,22.41115
2021-06-15 00:00:00.000,4,65,43.178898
2018-07-16 00:00:00.000,1,51,25.072916
2018-01-10 00:00:00.000,1,61,25.073172
2017-09-08 00:00:00.000,1,61,28.055147
2020-03-23 00:00:00.000,2,33,14.526133
2018-10-05 00:00:00.000,1,65,27.628471
2016-06-29 00:00:00.000,2,74,38.108013
2015-08-18 00:00:00.000,1,65,31.427084
2022-01-31 00:00:00.000,4,72,31.6875
2017-11-06 00:00:00.000,1,49,19.842295
2021-02-20 00:00:00.000,1,15,5.3854165
2020-07-16 00:00:00.000,4,56,27.881945
2015-11-10 00:00:00.000,1,72,29.802975
2019-11-17 00:00:00.000,1,58,25.402779
2016-12-13 00:00:00.000,9,81,37.996227
2017-12-12 00:00:00.000,1,64,26.112677
2018-10-21 00:00:00.000,1,44,16.802084
2017-10-27 00:00:00.000,1,63,26.898602
2016-07-24 00:00:00.000,1,31,14.133333
2021-11-25 00:00:00.000,1,76,33.797909
2020-08-25 00:00:00.000,4,62,30.228571
2023-01-01 00:00:00.000,1,53,17.847134
2017-08-04 00:00:00.000,1,59,26.980619
2017-08-27 00:00:00.000,1,18,9.1205673
2020-01-11 00:00:00.000,4,54,26.756098
2020-05-29 00:00:00.000,2,60,22.563433
2017-10-13 00:00:00.000,1,67,29.840279
2016-03-14 00:00:00.000,6,80,39.153309
2020-04-08 00:00:00.000,2,17,8.8850174
2022-02-12 00:00:00.000,1,58,28.623693
2016-12-14 00:00:00.000,2,63,29.261324
2018-11-24 00:00:00.000,2,53,23.760563
2017-02-02 00:00:00.000,1,64,28.840279
2016-08-19 00:00:00.000,1,69,35.647888
2021-11-29 00:00:00.000,1,83,37.684029
2021-01-05 00:00:00.000,4,62,30.986111
2016-11-11 00:00:00.000,1,74,30.819149
2022-10-03 00:00:00.000,1,76,30.459078
2021-10-29 00:00:00.000,1,45,22.048611
2017-03-29 00:00:00.000,1,57,25.850174
2018-08-12 00:00:00.000,1,27,12.43554
2017-08-22 00:00:00.000,1,59,25.198557
2019-09-14 00:00:00.000,1,54,27.197916
2020-12-28 00:00:00.000,2,71,35.534721
2016-12-25 00:00:00.000,1,42,17.055555
2022-12-20 00:00:00.000,1,81,34.545578
2021-10-04 00:00:00.000,1,69,32.216026
2021-01-29 00:00:00.000,1,78,38.604168
2019-01-31 00:00:00.000,2,81,34.255245
2022-09-24 00:00:00.000,1,65,28.370464
2022-11-23 00:00:00.000,0,90,36.113403
2017-11-17 00:00:00.000,1,61,24.510416
2021-09-01 00:00:00.000,1,69,33.614582
2017-11-11 00:00:00.000,1,57,23.818182
2018-07-30 00:00:00.000,1,56,23.235916
2020-09-08 00:00:00.000,2,63,29.878471
2015-09-02 00:00:00.000,4,76,39.753471
2022-04-23 00:00:00.000,1,60,22.024837
2022-02-18 00:00:00.000,2,63,32.399307
2020-09-26 00:00:00.000,2,54,27.597221
2020-05-28 00:00:00.000,6,44,19.718979
2015-09-11 00:00:00.000,2,81,38.440971
2022-04-21 00:00:00.000,1,76,29.073961
2019-08-31 00:00:00.000,1,42,18.871529
2016-11-10 00:00:00.000,1,74,32.124115
2022-08-23 00:00:00.000,1,67,29.270807
2022-08-21 00:00:00.000,0,42,18.758133
2021-07-06 00:00:00.000,1,69,37.305264
2018-10-17 00:00:00.000,2,62,26.856644
2016-04-25 00:00:00.000,2,69,32.493057
2019-05-31 00:00:00.000,1,60,29.716312
2018-11-05 00:00:00.000,1,60,23.613241
2017-06-07 00:00:00.000,1,56,24.125874
2022-05-19 00:00:00.000,0,44,18.571428
2023-02-15 00:00:00.000,1,72,31.109434
2016-06-16 00:00:00.000,1,72,35.515789
2019-04-14 00:00:00.000,2,42,21.271776
2019-04-08 00:00:00.000,2,54,25.062717
2022-07-11 00:00:00.000,1,35,12.321095
2020-06-27 00:00:00.000,2,47,13.415493
2022-04-14 00:00:00.000,1,78,28.592434
2017-07-28 00:00:00.000,1,54,24.602942
2021-09-17 00:00:00.000,1,72,36.613544
2017-06-30 00:00:00.000,1,49,19.438597
2023-01-07 00:00:00.000,1,63,25.379168
2022-04-08 00:00:00.000,1,72,27.362425
2020-10-10 00:00:00.000,2,60,28.888889
2020-03-09 00:00:00.000,2,62,29.392086
2019-06-17 00:00:00.000,1,62,27.734266
2018-03-27 00:00:00.000,2,71,31.835087
2021-06-23 00:00:00.000,1,67,32.850693
2019-01-23 00:00:00.000,1,78,32.811188
2018-02-25 00:00:00.000,8,47,21.12937
2016-12-31 00:00:00.000,9,51,23.662022
2020-06-16 00:00:00.000,4,58,27.557491
2019-02-12 00:00:00.000,1,72,29.114584
2016-07-09 00:00:00.000,1,17,7.5902777
2019-07-14 00:00:00.000,1,36,16.184669
2018-05-04 00:00:00.000,1,67,31.812057
2015-10-15 00:00:00.000,1,72,33.325176
2019-06-23 00:00:00.000,1,47,19.552816
2022-03-09 00:00:00.000,1,72,34.375
2021-04-28 00:00:00.000,1,81,37.797909
2021-06-08 00:00:00.000,2,67,32.888889
2017-12-19 00:00:00.000,2,64,31.412588
2019-08-27 00:00:00.000,1,57,26.4375
2018-11-12 00:00:00.000,1,60,23.480837
2018-11-22 00:00:00.000,2,72,33.209061
2016-07-23 00:00:00.000,1,60,27.811846
2016-07-07 00:00:00.000,1,18,7.4236112
2017-01-30 00:00:00.000,9,57,30.446808
2017-09-23 00:00:00.000,1,57,27.074219
2017-08-19 00:00:00.000,1,45,23.857651
2019-09-23 00:00:00.000,1,60,25.463415
2018-07-08 00:00:00.000,1,35,15.679442
2021-12-17 00:00:00.000,1,80,41.121952
2016-03-21 00:00:00.000,1,67,23.772058
2020-05-27 00:00:00.000,1,54,22.871429
2022-11-11 00:00:00.000,1,81,32.651821
2019-12-16 00:00:00.000,1,69,28.888889
2021-03-14 00:00:00.000,1,11,2.90625
2020-07-08 00:00:00.000,6,60,29.424749
2017-12-15 00:00:00.000,1,65,27.487719
2021-08-12 00:00:00.000,1,67,31.874102
2020-04-04 00:00:00.000,1,13,7.1114984
2018-03-08 00:00:00.000,1,71,34.098244
2020-01-23 00:00:00.000,6,71,32.752613
2021-03-26 00:00:00.000,2,60,29.288195
2017-06-10 00:00:00.000,1,49,18.912891
2020-01-22 00:00:00.000,4,71,33.236111
2020-08-01 00:00:00.000,1,27,13.320558
2019-05-03 00:00:00.000,1,67,30.667831
2017-04-06 00:00:00.000,1,56,27.479166
2018-07-10 00:00:00.000,1,53,23.372822
2021-02-05 00:00:00.000,4,78,40.539249
2020-05-11 00:00:00.000,1,44,16.439131
2017-05-11 00:00:00.000,1,59,28.87108
2017-09-28 00:00:00.000,1,56,25.805555
2020-08-30 00:00:00.000,1,36,16.947916
2020-07-25 00:00:00.000,4,40,22.466667
2021-07-30 00:00:00.000,1,65,30.649305
2019-07-18 00:00:00.000,1,49,24.506945
2022-09-14 00:00:00.000,1,76,30.47978
2021-02-27 00:00:00.000,2,15,7.9195404
2020-01-04 00:00:00.000,1,45,21.736111
2015-11-06 00:00:00.000,1,72,30.670139
2020-11-24 00:00:00.000,1,56,25.131945
2022-06-25 00:00:00.000,1,53,24.015457
2015-08-12 00:00:00.000,1,63,29.715279
2018-08-14 00:00:00.000,1,56,24.160839
2017-05-06 00:00:00.000,1,57,28.776224
2020-03-25 00:00:00.000,6,26,14.275261
2017-05-09 00:00:00.000,1,56,26.557142
2022-12-22 00:00:00.000,1,87,37.032345
2016-06-05 00:00:00.000,1,45,21.073172
2023-01-02 00:00:00.000,1,69,26.175461
2021-04-30 00:00:00.000,1,26,12.36237
2021-03-18 00:00:00.000,4,58,32.149307
2020-12-25 00:00:00.000,2,72,33.472221
2017-07-07 00:00:00.000,11,63,35.642105
2020-05-20 00:00:00.000,1,58,24.303572
2018-11-02 00:00:00.000,1,71,26.575972
2019-05-22 00:00:00.000,2,60,32.213741
2021-02-09 00:00:00.000,6,65,36.979168
2022-03-14 00:00:00.000,9,67,32.052082
2021-12-31 00:00:00.000,2,65,28.791666
2015-11-30 00:00:00.000,1,72,29.825785
2018-12-20 00:00:00.000,4,60,25.975695
2017-12-28 00:00:00.000,1,64,27.559441
2020-06-23 00:00:00.000,2,54,27.135889
2019-04-17 00:00:00.000,1,60,25.653709
2021-11-17 00:00:00.000,1,80,36.215279
2016-09-17 00:00:00.000,1,24,10.541667
2019-03-17 00:00:00.000,1,47,20.393728
2016-09-11 00:00:00.000,1,13,4.6805553
2021-08-18 00:00:00.000,2,67,31.335665
2021-05-22 00:00:00.000,1,13,6.8257842
