trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2017-03-21 00:00:00.000,1,51,25.684029
2016-04-15 00:00:00.000,2,74,38.418118
2017-08-07 00:00:00.000,1,51,23.948339
2022-10-15 00:00:00.000,0,78,37.980438
2022-07-20 00:00:00.000,0,60,24.24507
2020-08-29 00:00:00.000,1,47,25.609756
2019-01-19 00:00:00.000,1,53,22.472029
2021-10-19 00:00:00.000,2,69,33.238434
2016-02-07 00:00:00.000,1,53,20.284721
2019-02-04 00:00:00.000,1,54,21.993008
2019-03-01 00:00:00.000,1,69,27.377623
2017-05-14 00:00:00.000,1,49,27.547369
2019-10-04 00:00:00.000,2,67,30.791666
2019-11-26 00:00:00.000,9,67,32.273724
2019-10-27 00:00:00.000,1,63,17.452206
2023-01-20 00:00:00.000,1,90,36.782051
2020-07-31 00:00:00.000,1,26,11.215278
2015-09-21 00:00:00.000,1,51,21.445993
2021-12-23 00:00:00.000,4,72,34.545139
2020-07-15 00:00:00.000,2,27,16.302084
2017-11-07 00:00:00.000,1,57,24.871529
2022-04-29 00:00:00.000,1,72,32.305042
2021-03-12 00:00:00.000,4,63,31.861111
2020-06-17 00:00:00.000,4,58,27.72183
2017-02-03 00:00:00.000,1,64,28.336805
2017-03-18 00:00:00.000,1,45,22.236111
2022-02-16 00:00:00.000,1,63,29.888889
2017-06-12 00:00:00.000,1,59,28.572916
2016-01-30 00:00:00.000,2,78,36.807018
2021-06-10 00:00:00.000,1,65,35.318897
2015-09-29 00:00:00.000,2,78,39.937283
2018-06-28 00:00:00.000,1,65,31.098246
2023-02-22 00:00:00.000,1,72,30.830893
2017-06-16 00:00:00.000,1,67,28.772728
2019-10-07 00:00:00.000,1,58,25.788195
2019-07-28 00:00:00.000,1,27,13.864583
2017-01-13 00:00:00.000,11,70,34.51049
2021-04-11 00:00:00.000,1,11,2.0555556
2017-10-31 00:00:00.000,1,59,24.804195
2017-03-12 00:00:00.000,6,47,21.90909
2016-12-30 00:00:00.000,15,69,36.860142
2022-07-31 00:00:00.000,0,40,17.279682
2017-07-26 00:00:00.000,1,54,25.288889
2021-05-13 00:00:00.000,1,4,1.0839161
2020-09-19 00:00:00.000,6,51,27.844156
2019-11-19 00:00:00.000,4,74,31.923611
2020-08-07 00:00:00.000,4,54,25.885416
2020-08-18 00:00:00.000,2,58,30.680933
2017-06-02 00:00:00.000,1,61,25.599302
2017-12-23 00:00:00.000,9,49,35.144279
2021-09-10 00:00:00.000,4,65,36.200001
2022-05-23 00:00:00.000,1,71,29.26956
2022-02-28 00:00:00.000,1,63,30.564461
2018-10-28 00:00:00.000,1,47,17.774193
2022-07-19 00:00:00.000,1,60,23.627169
2020-07-06 00:00:00.000,2,54,26.770834
2020-02-23 00:00:00.000,1,47,20.694445
2017-12-30 00:00:00.000,1,64,24.319445
2016-07-10 00:00:00.000,1,15,6.2222223
2021-10-06 00:00:00.000,2,72,34.888889
2020-09-10 00:00:00.000,4,63,36.253807
2018-11-27 00:00:00.000,1,62,26.486111
2017-06-03 00:00:00.000,1,47,19.496529
2022-11-28 00:00:00.000,1,69,26.641188
2018-12-31 00:00:00.000,1,56,17.978872
2019-03-10 00:00:00.000,1,44,19.795139
2019-06-08 00:00:00.000,1,18,9.0699301
2019-04-07 00:00:00.000,1,49,24.817543
2021-12-16 00:00:00.000,4,78,42.189964
2017-10-29 00:00:00.000,1,45,18.038195
2020-01-24 00:00:00.000,4,71,32.753471
2022-10-22 00:00:00.000,0,67,29.720654
2020-10-08 00:00:00.000,4,67,31.461805
2022-12-24 00:00:00.000,1,69,30.926863
2020-06-21 00:00:00.000,1,29,12.761403
2020-06-13 00:00:00.000,4,42,19.41993
2022-08-22 00:00:00.000,1,65,28.831741
2019-08-02 00:00:00.000,1,56,25.104166
2021-06-01 00:00:00.000,2,62,35.407665
2021-07-14 00:00:00.000,2,65,34.503471
2021-05-29 00:00:00.000,1,20,8.6006947
2018-09-11 00:00:00.000,1,54,25.522968
2022-05-21 00:00:00.000,1,63,27.906553
2017-06-20 00:00:00.000,1,56,26.158451
2021-03-22 00:00:00.000,4,76,35.256943
2019-01-17 00:00:00.000,2,65,26.933798
2016-08-03 00:00:00.000,1,90,34.636364
2022-10-13 00:00:00.000,1,76,32.139465
2021-12-01 00:00:00.000,1,76,33.758739
2016-10-23 00:00:00.000,1,49,22.149826
2016-09-06 00:00:00.000,1,71,30.908772
2016-01-04 00:00:00.000,4,62,27.428572
2018-08-16 00:00:00.000,1,58,26.024391
2022-11-09 00:00:00.000,0,83,40.359634
2020-09-02 00:00:00.000,4,65,31.409721
2018-07-31 00:00:00.000,1,54,23.069445
2018-01-09 00:00:00.000,1,64,25.975525
2022-08-10 00:00:00.000,0,65,27.855597
2021-04-05 00:00:00.000,4,78,37.580421
2020-10-04 00:00:00.000,1,44,20.756945
2018-07-28 00:00:00.000,1,36,17.774305
2022-03-16 00:00:00.000,2,71,34.21875
2015-09-23 00:00:00.000,1,29,7.7317071
2021-02-08 00:00:00.000,2,72,38.278984
2020-12-24 00:00:00.000,4,78,32.638226
2016-12-20 00:00:00.000,4,81,32.878506
2022-04-03 00:00:00.000,1,27,9.6821709
2016-05-13 00:00:00.000,2,78,41.359711
2022-05-09 00:00:00.000,0,71,30.869322
2016-04-29 00:00:00.000,2,76,38.309029
2019-07-22 00:00:00.000,1,49,24.472221
2018-04-25 00:00:00.000,1,58,26.295139
2022-02-24 00:00:00.000,6,80,41.951389
2022-01-19 00:00:00.000,6,60,31.246529
2019-11-18 00:00:00.000,2,69,31.114983
2018-12-12 00:00:00.000,1,60,29.021276
2016-11-22 00:00:00.000,1,67,27.041666
2022-02-15 00:00:00.000,1,65,29.704861
2021-09-02 00:00:00.000,2,72,40.273468
2020-01-16 00:00:00.000,4,69,31.524305
2017-08-30 00:00:00.000,1,15,6.7605634
2020-08-02 00:00:00.000,1,29,12.416961
2017-10-26 00:00:00.000,1,57,27.087109
2021-04-08 00:00:00.000,2,72,42.243057
2019-12-30 00:00:00.000,4,71,37.055172
2020-07-09 00:00:00.000,4,60,28.878471
2022-02-02 00:00:00.000,4,78,40.083332
2018-08-31 00:00:00.000,1,53,22.69149
2021-09-19 00:00:00.000,1,49,24.576
2022-12-17 00:00:00.000,1,69,28.555059
2023-02-25 00:00:00.000,1,65,30.335129
2017-09-25 00:00:00.000,1,51,26.533089
2016-04-18 00:00:00.000,1,65,32.091228
2021-05-14 00:00:00.000,1,20,2.9126985
2018-04-20 00:00:00.000,1,71,36.288193
2017-02-20 00:00:00.000,2,63,28.555555
2020-03-18 00:00:00.000,4,54,20.846153
2021-11-24 00:00:00.000,9,71,37.048386
2017-02-24 00:00:00.000,1,61,28.215279
2020-04-25 00:00:00.000,1,15,6.1498256
2019-06-11 00:00:00.000,1,54,24.589474
2017-07-19 00:00:00.000,1,57,25.92989
2016-01-06 00:00:00.000,8,74,40.890511
2021-08-04 00:00:00.000,2,69,32.71875
2017-01-02 00:00:00.000,1,58,21.802084
2022-10-06 00:00:00.000,1,78,32.802673
2016-10-07 00:00:00.000,1,71,28.825785
2015-08-20 00:00:00.000,2,67,32.03125
2020-03-16 00:00:00.000,8,56,24.18638
2021-05-17 00:00:00.000,1,65,26.828997
2017-06-25 00:00:00.000,1,51,25.274305
2022-01-11 00:00:00.000,2,71,35.159721
2018-11-11 00:00:00.000,1,63,28.89547
2020-06-09 00:00:00.000,4,54,25.575645
2017-05-27 00:00:00.000,1,36,13.801394
2018-05-27 00:00:00.000,1,33,10.927083
2017-01-25 00:00:00.000,9,65,35.912548
2020-06-15 00:00:00.000,8,54,26.354948
2016-03-15 00:00:00.000,6,90,38.467392
2022-02-26 00:00:00.000,1,56,25.673611
2017-09-15 00:00:00.000,1,64,30.253012
2021-01-11 00:00:00.000,2,67,33.461807
2021-04-24 00:00:00.000,1,13,5.7916665
2018-10-23 00:00:00.000,1,56,23.213287
2017-04-04 00:00:00.000,1,53,24.762238
2016-01-23 00:00:00.000,4,58,28.292683
2017-04-19 00:00:00.000,1,56,25.960993
2022-06-27 00:00:00.000,0,67,28.312759
2016-10-15 00:00:00.000,1,62,28.961805
2020-02-20 00:00:00.000,6,76,39.03957
2017-05-31 00:00:00.000,1,54,22.254354
2018-08-09 00:00:00.000,1,60,26.482639
2016-04-23 00:00:00.000,1,53,25.847221
2022-01-09 00:00:00.000,2,29,13.350695
2021-10-21 00:00:00.000,4,76,36.503471
2021-04-18 00:00:00.000,1,11,2.9583333
2018-06-26 00:00:00.000,1,47,21.679443
2015-09-05 00:00:00.000,1,62,31.454861
2020-01-19 00:00:00.000,4,49,23.97473
2016-04-27 00:00:00.000,2,69,38.846691
2019-09-07 00:00:00.000,1,56,28.107639
2021-11-18 00:00:00.000,1,78,36.153309
2022-03-22 00:00:00.000,2,67,34.388889
2015-11-07 00:00:00.000,1,69,30.094076
2021-06-20 00:00:00.000,1,17,2.6341465
2020-10-24 00:00:00.000,2,53,25.587786
2016-03-09 00:00:00.000,4,71,36.442509
2015-10-02 00:00:00.000,1,67,32.589474
2022-04-04 00:00:00.000,1,69,24.777571
2023-01-06 00:00:00.000,1,76,32.148804
2019-06-03 00:00:00.000,1,26,8.3897638
2021-10-26 00:00:00.000,1,71,35.466667
2019-05-20 00:00:00.000,1,45,15.543103
2021-02-24 00:00:00.000,4,69,35.815971
2019-11-21 00:00:00.000,4,76,33.1875
2022-03-24 00:00:00.000,1,76,32.919834
2017-05-01 00:00:00.000,1,29,11.493055
2022-03-03 00:00:00.000,4,69,34.486111
2018-05-10 00:00:00.000,6,63,31.346153
2018-04-09 00:00:00.000,1,60,26.379791
2017-03-14 00:00:00.000,2,64,32.455196
2017-03-09 00:00:00.000,1,71,31.462687
2018-08-08 00:00:00.000,1,60,26.079861
2018-03-05 00:00:00.000,1,58,23.850174
2022-07-12 00:00:00.000,0,31,10.85209
2018-05-26 00:00:00.000,1,40,18.115385
2016-05-06 00:00:00.000,4,83,42.25087
2020-01-25 00:00:00.000,6,60,31.340279
2020-03-30 00:00:00.000,2,18,10.20979
2021-06-17 00:00:00.000,1,60,31.628471
2016-07-18 00:00:00.000,2,69,37.954704
2016-05-09 00:00:00.000,1,62,33.402828
2020-01-27 00:00:00.000,4,65,29.916666
2019-05-05 00:00:00.000,1,47,15.848057
2017-12-04 00:00:00.000,1,56,26.890978
2016-02-01 00:00:00.000,2,76,37.728222
2018-02-04 00:00:00.000,1,62,21.74386
2022-01-28 00:00:00.000,6,69,32.790939
2016-06-25 00:00:00.000,2,54,27.763889
2022-11-16 00:00:00.000,1,80,32.876171
2018-12-18 00:00:00.000,1,80,36.708771
2016-05-25 00:00:00.000,4,72,39.392361
2016-03-17 00:00:00.000,4,71,36.233448
2020-07-19 00:00:00.000,2,27,14.343971
2016-07-05 00:00:00.000,1,47,19.728224
2016-01-18 00:00:00.000,5,60,22.36462
2018-02-13 00:00:00.000,1,65,25.08042
2023-01-12 00:00:00.000,1,78,35.718628
2022-11-06 00:00:00.000,0,60,21.830065
2021-08-19 00:00:00.000,1,69,32.9338
2020-09-20 00:00:00.000,2,54,19.444445
2021-11-05 00:00:00.000,1,80,37.670139
2023-02-19 00:00:00.000,1,53,19.467533
2018-04-04 00:00:00.000,1,60,28.625
2017-01-19 00:00:00.000,13,69,35.136364
2020-10-20 00:00:00.000,2,63,31.993031
2021-04-29 00:00:00.000,1,71,33.957745
2019-03-15 00:00:00.000,2,63,28.382978
2018-07-24 00:00:00.000,4,56,28.614035
2021-02-12 00:00:00.000,2,69,40.375439
2019-04-06 00:00:00.000,9,51,28.052448
2019-03-29 00:00:00.000,1,62,29.083916
2017-04-17 00:00:00.000,1,71,31.606272
2020-06-25 00:00:00.000,4,62,29.585964
2019-08-21 00:00:00.000,1,53,24.826389
2019-05-15 00:00:00.000,1,56,21.739437
2018-12-16 00:00:00.000,1,40,14.902778
2020-10-19 00:00:00.000,4,67,30.409721
2017-08-20 00:00:00.000,1,31,15.532143
2019-08-28 00:00:00.000,1,61,28.552084
2018-09-14 00:00:00.000,9,65,34.557491
2020-05-10 00:00:00.000,1,15,6.4642859
2020-04-07 00:00:00.000,4,17,10.253472
2020-04-17 00:00:00.000,1,24,11.687943
2022-12-23 00:00:00.000,1,85,33.482941
2019-01-26 00:00:00.000,1,58,24.578398
2018-10-27 00:00:00.000,1,54,25.052265
2017-11-24 00:00:00.000,1,65,26.569288
2016-05-21 00:00:00.000,1,56,29.271776
2022-09-28 00:00:00.000,0,69,30.376631
2019-11-14 00:00:00.000,4,76,33.600693
2019-11-22 00:00:00.000,4,76,33.527779
2015-10-19 00:00:00.000,1,65,29.987421
2019-06-05 00:00:00.000,1,49,21.635658
2015-11-16 00:00:00.000,1,65,25.487719
2019-09-22 00:00:00.000,1,54,22.819788
2017-10-10 00:00:00.000,1,59,26.645834
2016-02-21 00:00:00.000,2,42,20.207018
2018-09-28 00:00:00.000,1,58,25.930071
2021-04-22 00:00:00.000,2,80,34.10453
2022-11-22 00:00:00.000,1,81,32.969902
2019-07-12 00:00:00.000,1,56,25.545139
2022-06-30 00:00:00.000,1,69,28.557308
2019-09-21 00:00:00.000,1,62,29.055555
2022-12-18 00:00:00.000,1,67,22.004026
2018-03-15 00:00:00.000,1,65,30.121952
2020-11-06 00:00:00.000,15,51,29.34
2021-08-01 00:00:00.000,1,36,18.292683
2022-11-10 00:00:00.000,1,80,32.250778
2022-11-02 00:00:00.000,1,74,31.76853
2018-09-06 00:00:00.000,1,60,28.187725
2022-06-04 00:00:00.000,1,62,26.114079
2020-03-13 00:00:00.000,6,71,32.292858
2015-08-28 00:00:00.000,1,78,36.826389
2022-08-13 00:00:00.000,1,49,23.251633
2016-10-21 00:00:00.000,1,71,30.895834
2020-08-03 00:00:00.000,1,24,11.920139
2017-04-14 00:00:00.000,1,64,29.416084
2022-11-24 00:00:00.000,0,83,34.426739
2023-02-21 00:00:00.000,1,74,32.257832
2021-08-15 00:00:00.000,1,40,17.358423
2022-09-10 00:00:00.000,0,62,29.465265
2021-06-25 00:00:00.000,1,63,32.774307
2020-04-28 00:00:00.000,1,31,11.940766
2018-12-01 00:00:00.000,1,51,22.083624
2021-12-24 00:00:00.000,2,71,32.073685
2019-11-12 00:00:00.000,4,63,29.361111
2022-09-17 00:00:00.000,0,60,28.569605
2022-09-25 00:00:00.000,0,60,23.650434
2021-05-02 00:00:00.000,1,9,3.4409723
2016-11-20 00:00:00.000,1,45,17.118467
2017-10-20 00:00:00.000,1,59,24.843206
2020-09-06 00:00:00.000,1,36,17.652779
2017-10-01 00:00:00.000,1,53,23.822916
2022-02-01 00:00:00.000,4,80,36.673611
2015-12-16 00:00:00.000,1,81,37.260418
2018-02-15 00:00:00.000,1,62,26.237762
2016-05-15 00:00:00.000,1,65,31.201414
2017-09-07 00:00:00.000,1,54,25.807142
2019-07-09 00:00:00.000,1,51,24.28223
2020-10-03 00:00:00.000,2,56,28.208334
2019-12-09 00:00:00.000,2,65,28.152779
2020-02-24 00:00:00.000,6,60,28.628471
2017-08-18 00:00:00.000,2,57,34.374428
2016-02-13 00:00:00.000,2,56,29.954861
2022-11-05 00:00:00.000,0,69,27.814203
2018-08-27 00:00:00.000,1,42,15.34629
2017-07-17 00:00:00.000,1,51,24.489796
2022-03-15 00:00:00.000,1,67,33.350693
2017-01-09 00:00:00.000,15,60,40.143368
2015-12-17 00:00:00.000,2,72,39.701389
2022-02-27 00:00:00.000,1,40,15.730496
2018-10-29 00:00:00.000,1,36,14.400697
2017-12-07 00:00:00.000,1,57,22.873913
2018-08-29 00:00:00.000,1,53,22.59375
2022-08-07 00:00:00.000,0,45,17.451513
2020-12-16 00:00:00.000,6,67,32.329502
2017-01-08 00:00:00.000,2,24,7.4982576
2017-01-05 00:00:00.000,1,76,35.10453
2020-02-22 00:00:00.000,4,56,28.243055
2018-06-22 00:00:00.000,1,63,27.517483
2019-06-01 00:00:00.000,1,45,20.5
2015-12-07 00:00:00.000,1,71,29.833921
2022-05-29 00:00:00.000,1,49,22.05345
2022-01-24 00:00:00.000,0,90,44.745388
2020-03-29 00:00:00.000,4,20,9.770833
2016-08-11 00:00:00.000,2,71,34.996441
2020-02-07 00:00:00.000,6,76,32.059029
2016-12-06 00:00:00.000,1,80,34.715302
2016-09-12 00:00:00.000,1,33,11.146341
2019-04-09 00:00:00.000,2,67,26.334507
2017-07-13 00:00:00.000,1,56,27.432625
2016-09-13 00:00:00.000,1,47,18.482639
2015-12-18 00:00:00.000,2,72,33.031467
2021-10-27 00:00:00.000,1,76,38.577076
2015-12-14 00:00:00.000,1,76,30.224562
2015-09-14 00:00:00.000,1,67,29.940521
2022-02-19 00:00:00.000,1,62,30.36331
2016-06-17 00:00:00.000,1,78,36.167248
2017-01-20 00:00:00.000,15,69,38.149467
2016-03-11 00:00:00.000,6,80,40.618881
2020-02-16 00:00:00.000,4,45,20.527077
2019-08-11 00:00:00.000,1,29,12.065972
2022-10-04 00:00:00.000,0,74,31.484118
2020-05-22 00:00:00.000,6,51,26.320896
2021-04-23 00:00:00.000,1,11,6.0295568
2022-05-05 00:00:00.000,1,42,16.04504
2018-03-03 00:00:00.000,6,60,24.299639
2017-05-15 00:00:00.000,1,53,26.289856
2015-11-27 00:00:00.000,1,74,33.934544
2020-12-09 00:00:00.000,6,65,29.538195
2019-10-02 00:00:00.000,1,63,28.425087
2021-11-22 00:00:00.000,1,71,31.517361
2021-09-18 00:00:00.000,1,63,32.130768
2017-04-12 00:00:00.000,1,56,27.475525
2018-02-08 00:00:00.000,1,69,30.617544
2015-09-10 00:00:00.000,4,72,36.559029
2018-07-03 00:00:00.000,1,60,27.331011
2021-12-19 00:00:00.000,4,44,19.548611
2023-01-08 00:00:00.000,1,51,16.130718
2017-05-25 00:00:00.000,1,64,30.662022
2021-11-16 00:00:00.000,2,78,36.444443
2017-02-23 00:00:00.000,1,59,27.284721
2018-01-15 00:00:00.000,1,54,20.658537
2017-05-24 00:00:00.000,1,57,28.347221
2017-06-08 00:00:00.000,1,57,27.864111
2022-04-12 00:00:00.000,1,78,28.709854
2022-12-12 00:00:00.000,1,72,31.295061
2020-01-10 00:00:00.000,6,74,33.940971
2016-08-20 00:00:00.000,4,60,32.46479
2020-04-20 00:00:00.000,1,24,10.557491
2018-05-17 00:00:00.000,1,51,20.94425
2018-08-04 00:00:00.000,1,38,20.763065
2020-03-03 00:00:00.000,4,90,35.184502
2019-08-23 00:00:00.000,1,57,25.277779
2017-04-20 00:00:00.000,1,69,29.47183
2018-02-23 00:00:00.000,1,69,29.024475
2019-06-19 00:00:00.000,1,63,30.381626
2019-01-04 00:00:00.000,8,60,28.05575
2018-10-22 00:00:00.000,1,56,22.231579
2016-12-03 00:00:00.000,1,62,26.045296
2019-07-24 00:00:00.000,1,51,26.114584
2015-10-26 00:00:00.000,1,65,27.935019
2017-03-13 00:00:00.000,1,57,28.1777
2015-12-23 00:00:00.000,1,74,33.885418
2017-08-29 00:00:00.000,1,49,16.459074
2022-07-21 00:00:00.000,1,62,25.93029
2020-11-16 00:00:00.000,1,65,24.972221
2017-12-13 00:00:00.000,1,67,26.996466
2017-07-18 00:00:00.000,1,71,27.326693
2018-03-18 00:00:00.000,1,40,18.467857
2016-08-09 00:00:00.000,1,62,29.481752
2021-12-20 00:00:00.000,1,63,27.660839
2021-03-15 00:00:00.000,2,63,33.736111
2018-09-24 00:00:00.000,1,58,23.39068
2015-11-04 00:00:00.000,1,74,34.459648
2021-09-12 00:00:00.000,1,49,24.107143
2019-12-26 00:00:00.000,9,74,38.814686
2021-04-15 00:00:00.000,2,63,24.534721
2022-07-08 00:00:00.000,1,47,19.745062
2019-08-17 00:00:00.000,1,51,16.822916
2017-11-04 00:00:00.000,4,59,27.145834
2016-05-01 00:00:00.000,1,42,14.041812
2019-10-03 00:00:00.000,1,65,29.315971
2019-09-08 00:00:00.000,1,45,20.302084
2022-06-17 00:00:00.000,0,65,30.04513
2019-12-18 00:00:00.000,8,72,32.9375
2016-02-29 00:00:00.000,2,71,30.847221
2018-05-14 00:00:00.000,1,60,27.5
2022-04-15 00:00:00.000,1,78,29.633154
2020-03-12 00:00:00.000,4,72,31.909748
2019-10-25 00:00:00.000,2,74,32.933098
2019-03-26 00:00:00.000,22,58,46.46154
2016-05-23 00:00:00.000,1,63,30.013937
2016-02-24 00:00:00.000,2,83,39.682926
2019-05-26 00:00:00.000,1,45,13.486014
2019-12-13 00:00:00.000,9,69,34.538982
2016-02-22 00:00:00.000,1,71,31.294964
2020-12-17 00:00:00.000,6,65,32.254356
2021-02-15 00:00:00.000,17,53,35.163193
2019-03-12 00:00:00.000,1,76,34.528168
2018-09-20 00:00:00.000,1,58,24.954386
2020-04-22 00:00:00.000,1,29,12.832752
2016-11-23 00:00:00.000,1,72,27.498259
2020-04-30 00:00:00.000,1,38,14.376307
2018-01-29 00:00:00.000,1,67,25.447552
2022-01-18 00:00:00.000,6,62,30.621529
2022-06-15 00:00:00.000,0,63,29.132641
2021-01-07 00:00:00.000,4,65,31.104166
2022-07-29 00:00:00.000,1,63,28.766188
2020-04-11 00:00:00.000,1,24,7.0104895
2020-09-04 00:00:00.000,2,65,32.010418
2022-03-11 00:00:00.000,9,58,23.135416
2020-11-17 00:00:00.000,4,67,28.663195
2016-08-25 00:00:00.000,9,72,42.05965
2018-08-05 00:00:00.000,1,27,13.611111
2015-09-28 00:00:00.000,1,74,25.278746
2016-03-04 00:00:00.000,2,74,38.92683
2016-09-30 00:00:00.000,1,69,31.311283
2016-07-16 00:00:00.000,8,42,22.574713
2019-11-24 00:00:00.000,1,54,24.996529
2019-07-27 00:00:00.000,1,44,21.572916
2023-01-31 00:00:00.000,1,81,38.117348
2015-11-25 00:00:00.000,1,78,32.737762
2020-07-13 00:00:00.000,4,62,29.721254
2020-03-05 00:00:00.000,4,76,34.19643
2019-08-08 00:00:00.000,1,54,26.069445
2017-12-08 00:00:00.000,1,69,28.567272
2018-10-09 00:00:00.000,1,56,23.513889
2016-05-28 00:00:00.000,2,74,40.167248
2019-06-24 00:00:00.000,1,65,29.308771
2022-06-05 00:00:00.000,0,44,19.502821
2021-07-21 00:00:00.000,1,67,13.828897
2019-08-05 00:00:00.000,1,49,21.607639
2018-04-18 00:00:00.000,1,60,27.979094
2017-11-13 00:00:00.000,1,54,20.564461
2016-07-20 00:00:00.000,2,65,33.594406
2019-07-02 00:00:00.000,1,53,24.456446
2019-01-21 00:00:00.000,1,67,26.979166
2016-01-15 00:00:00.000,2,76,34.152481
2018-10-03 00:00:00.000,1,58,23.567944
2018-07-29 00:00:00.000,1,27,12.336805
2017-08-09 00:00:00.000,2,54,28.364662
2018-07-05 00:00:00.000,1,63,27.871429
2016-09-01 00:00:00.000,1,65,31.689285
2018-06-15 00:00:00.000,1,58,24.951389
2020-09-11 00:00:00.000,4,63,23.863874
2018-12-28 00:00:00.000,1,72,29.671329
2023-01-25 00:00:00.000,1,83,37.675915
2022-09-03 00:00:00.000,1,60,27.018171
2021-11-26 00:00:00.000,2,74,38.370079
2022-02-11 00:00:00.000,1,63,30.465279
2020-12-19 00:00:00.000,1,15,4.8269897
2020-12-21 00:00:00.000,4,69,34.409092
2017-07-29 00:00:00.000,1,44,22.489712
2018-09-04 00:00:00.000,1,62,27.784721
2016-10-20 00:00:00.000,1,67,27.636364
2021-08-30 00:00:00.000,1,42,22.371529
2016-03-08 00:00:00.000,2,71,36.288193
2021-04-10 00:00:00.000,1,9,5.054945
2019-04-03 00:00:00.000,1,56,25.617544
2018-10-31 00:00:00.000,1,58,24.215279
2018-01-14 00:00:00.000,1,36,14.121951
2015-12-28 00:00:00.000,1,69,30.76655
2022-04-18 00:00:00.000,1,74,32.270237
2019-01-25 00:00:00.000,1,71,30.414635
2022-05-27 00:00:00.000,1,74,31.809584
2019-11-16 00:00:00.000,2,69,32.038326
2023-02-20 00:00:00.000,1,85,30.137794
2022-05-01 00:00:00.000,1,29,9.4097939
2021-01-27 00:00:00.000,6,72,42.760418
2019-05-07 00:00:00.000,1,54,23.936842
2016-09-29 00:00:00.000,1,76,27.952
2019-01-24 00:00:00.000,6,29,13.045455
2016-11-29 00:00:00.000,6,80,41.975437
2020-07-28 00:00:00.000,4,53,26.326389
2022-10-21 00:00:00.000,1,78,30.622295
2020-10-09 00:00:00.000,6,85,34.280277
2015-09-12 00:00:00.000,1,78,36.986111
2016-11-12 00:00:00.000,1,63,27.853659
2022-03-21 00:00:00.000,1,63,29.229166
2022-07-04 00:00:00.000,0,62,25.449152
2017-08-05 00:00:00.000,1,44,22.118111
2017-07-04 00:00:00.000,1,61,29.77972
2016-06-23 00:00:00.000,1,72,34.194138
2015-10-27 00:00:00.000,1,72,34.374557
2022-10-17 00:00:00.000,1,71,27.485542
2016-01-21 00:00:00.000,1,68,20.818815
2020-05-03 00:00:00.000,1,20,9.369338
2022-04-27 00:00:00.000,1,76,30.680193
2021-06-21 00:00:00.000,1,62,31.659721
2019-02-03 00:00:00.000,1,42,16.083624
2021-03-16 00:00:00.000,8,65,36.861111
2016-05-02 00:00:00.000,1,58,29.58042
2017-09-19 00:00:00.000,1,56,27.264706
2016-04-12 00:00:00.000,2,74,38.7551
2017-07-08 00:00:00.000,13,49,29.506224
2016-12-19 00:00:00.000,2,63,25.855019
2015-09-15 00:00:00.000,1,71,33.81955
2018-07-07 00:00:00.000,1,42,23.020906
2021-01-26 00:00:00.000,6,78,40.223404
2018-09-15 00:00:00.000,1,54,24.829268
2017-04-29 00:00:00.000,1,51,29.899305
2017-04-07 00:00:00.000,1,63,29.683098
2020-04-24 00:00:00.000,1,17,7.2847223
2017-05-04 00:00:00.000,1,61,30.564913
2022-11-07 00:00:00.000,0,74,28.804562
2021-01-31 00:00:00.000,1,15,4.4375
2019-08-04 00:00:00.000,1,31,12.347222
2017-09-09 00:00:00.000,1,49,25.392593
2021-02-13 00:00:00.000,1,18,6.2989326
2020-07-14 00:00:00.000,4,63,29.979166
2018-11-01 00:00:00.000,1,65,26.180555
2021-09-16 00:00:00.000,1,72,35.487499
2021-05-31 00:00:00.000,1,71,34.419353
2020-10-23 00:00:00.000,2,67,30.381481
2022-12-11 00:00:00.000,1,63,19.464516
2022-09-27 00:00:00.000,1,71,30.59745
2016-12-16 00:00:00.000,8,87,35.943062
2017-01-14 00:00:00.000,9,54,30.170732
2018-11-25 00:00:00.000,1,40,13.927083
2016-10-28 00:00:00.000,1,60,32.470383
2016-07-12 00:00:00.000,1,58,27.54007
2016-09-28 00:00:00.000,1,63,26.472221
2020-09-28 00:00:00.000,1,65,28.854166
2017-05-18 00:00:00.000,1,67,31.40909
2022-06-01 00:00:00.000,1,80,32.061237
2017-10-12 00:00:00.000,1,63,28.551237
2015-12-25 00:00:00.000,2,78,34.388111
2017-02-09 00:00:00.000,4,64,32.378471
2022-12-05 00:00:00.000,1,78,31.174541
2020-11-19 00:00:00.000,4,62,26.388889
2018-07-13 00:00:00.000,1,60,26.399305
2018-06-13 00:00:00.000,1,65,29.160278
2018-03-20 00:00:00.000,1,63,28.641115
2017-10-22 00:00:00.000,1,49,18.206293
2019-09-05 00:00:00.000,1,59,28.270834
2022-03-30 00:00:00.000,1,69,32.173317
2020-09-05 00:00:00.000,4,53,26.658363
2019-04-04 00:00:00.000,4,58,26.930071
2022-09-11 00:00:00.000,0,53,21.655521
2022-04-11 00:00:00.000,1,71,31.194462
2020-12-02 00:00:00.000,8,62,27.395105
2020-08-15 00:00:00.000,2,45,24.609756
2023-01-18 00:00:00.000,1,74,32.194736
2022-08-15 00:00:00.000,0,65,27.690908
2022-05-22 00:00:00.000,1,53,21.753086
2020-05-14 00:00:00.000,1,47,17.345833
2018-11-18 00:00:00.000,1,51,22.351917
2017-03-26 00:00:00.000,1,49,20.505226
2021-01-13 00:00:00.000,4,63,34.934029
