zaman,year,month,road_type,count,mean,std,min,25%,50%,75%,max
gece,2023,2,DENİZ,4078.0,50.36758214811182,132.19006540136354,1.0,3.0,10.0,36.75,3422.0
gece,2023,2,OTOYOL,84702.0,83.18438761776581,521.9310138686047,1.0,6.0,21.0,64.0,21850.0
gece,2023,2,RAYLI,4591.0,1175.8255282073621,2601.0608372621773,1.0,30.0,171.0,822.5,28295.0
gece,2023,3,DENİZ,4587.0,61.2435142794855,152.31833745660796,1.0,3.0,12.0,46.0,3268.0
gece,2023,3,OTOYOL,95024.0,90.1975921872369,566.4323589367543,1.0,6.0,22.0,68.0,24467.0
gece,2023,3,RAYLI,5037.0,1319.7347627556085,2847.0716812873216,1.0,34.0,202.0,910.0,25185.0
gece,2023,4,DENİZ,4103.0,75.05313185474043,173.08154146082506,1.0,4.0,15.0,57.0,2489.0
gece,2023,4,OTOYOL,81864.0,98.49116827909704,646.464005316312,1.0,6.0,23.0,71.0,30230.0
gece,2023,4,RAYLI,4738.0,1507.3429717180245,3330.3476302527893,1.0,33.0,222.0,1098.5,36221.0
gece,2023,5,DENİZ,4869.0,72.69562538508934,162.7759668675045,1.0,4.0,15.0,55.0,1569.0
gece,2023,5,OTOYOL,96423.0,99.4889704738496,637.7594181340495,1.0,6.0,24.0,73.0,26386.0
gece,2023,5,RAYLI,5192.0,1533.8391756548535,3370.496697035291,1.0,37.0,247.5,1139.0,30693.0
gece,2023,6,DENİZ,5092.0,92.63354281225452,198.5159129791101,1.0,5.0,20.0,72.0,3636.0
gece,2023,6,OTOYOL,94444.0,105.54057430858498,674.2721104709439,1.0,7.0,26.0,79.0,27346.0
gece,2023,6,RAYLI,5020.0,1711.0549800796812,3604.1305351347632,1.0,48.0,299.5,1306.75,30950.0
gece,2023,7,DENİZ,5592.0,82.26663090128756,163.85156581595714,1.0,5.0,20.0,68.0,2302.0
gece,2023,7,OTOYOL,97163.0,99.55977069460597,621.3260314492659,1.0,7.0,25.0,76.0,24899.0
gece,2023,7,RAYLI,5133.0,1609.6017923241768,3377.8553337727503,1.0,46.0,308.0,1310.0,30354.0
ogle,2020,1,DENİZ,4868.0,223.12941659819228,369.39074458301224,1.0,23.0,73.0,286.25,3610.0
ogle,2020,1,OTOYOL,100150.0,200.35754368447328,1095.73856074815,1.0,15.0,54.0,171.0,47099.0
ogle,2020,1,RAYLI,2585.0,4557.302901353965,6474.525793142195,1.0,233.0,1067.0,6913.0,33624.0
ogle,2020,2,DENİZ,4560.0,232.70811403508773,402.8493716682654,1.0,27.0,76.0,289.0,3867.0
ogle,2020,2,OTOYOL,93638.0,201.9802751019885,1114.8998238541558,1.0,14.0,53.0,171.0,45918.0
ogle,2020,2,RAYLI,2494.0,4439.843624699278,6265.269236841604,1.0,231.0,1158.0,6172.0,32849.0
ogle,2020,3,DENİZ,4713.0,143.90112454911946,327.0811432386732,1.0,10.0,39.0,127.0,5113.0
ogle,2020,3,OTOYOL,94572.0,127.2003764327708,809.2866973620056,1.0,8.0,27.0,92.0,47643.0
ogle,2020,3,RAYLI,2539.0,2617.4261520283576,4667.916937586936,1.0,81.0,600.0,2653.0,30418.0
ogle,2020,4,DENİZ,3006.0,25.359946773120427,35.3842540800635,1.0,4.0,10.0,32.0,298.0
ogle,2020,4,OTOYOL,65138.0,34.911971506647426,172.2311724321909,1.0,4.0,12.0,33.0,7497.0
ogle,2020,4,RAYLI,1538.0,661.7308192457738,769.253438519126,1.0,36.0,367.0,931.75,4210.0
ogle,2020,5,DENİZ,2288.0,49.90821678321678,70.16732679590096,1.0,5.0,17.0,69.0,552.0
ogle,2020,5,OTOYOL,55350.0,48.126666666666665,271.6970836462616,1.0,5.0,14.0,43.0,13383.0
ogle,2020,5,RAYLI,1528.0,907.8507853403141,1275.2559818482418,1.0,38.75,195.0,1424.25,7320.0
ogle,2020,6,DENİZ,4326.0,103.03328710124826,142.34005948197154,1.0,14.0,40.0,138.0,1122.0
ogle,2020,6,OTOYOL,89009.0,83.08587895606063,463.4885876947801,1.0,8.0,26.0,73.0,19827.0
ogle,2020,6,RAYLI,2137.0,1950.0233972859148,2332.849951351292,1.0,103.0,959.0,2946.0,10711.0
ogle,2020,7,DENİZ,4726.0,166.27190012695726,214.26657856416875,1.0,25.0,72.0,225.0,1779.0
ogle,2020,7,OTOYOL,94009.0,106.68377495771682,576.2385999414139,1.0,10.0,34.0,95.0,23756.0
ogle,2020,7,RAYLI,2388.0,2412.5887772194305,2922.5497460418583,1.0,120.0,1197.0,3691.25,13034.0
ogle,2020,8,DENİZ,4680.0,184.03867521367522,244.59095748230072,1.0,27.0,80.0,245.0,2042.0
ogle,2020,8,OTOYOL,93901.0,115.91192852046304,605.9417138048361,1.0,11.0,37.0,105.0,24368.0
ogle,2020,8,RAYLI,2637.0,2377.3784603716344,3089.254713312587,1.0,108.0,896.0,3796.0,14420.0
ogle,2020,9,DENİZ,4539.0,159.21304252037893,213.96381287267573,1.0,24.0,67.0,216.0,1846.0
ogle,2020,9,OTOYOL,93023.0,123.0455371252271,654.7976654201216,1.0,11.0,38.0,110.0,28151.0
ogle,2020,9,RAYLI,2591.0,2496.2292551138557,3305.8558913613924,1.0,114.0,937.0,4146.0,15822.0
ogle,2020,10,DENİZ,4766.0,167.5803608896349,240.3153536430743,1.0,23.0,66.0,218.0,2094.0
ogle,2020,10,OTOYOL,95589.0,133.84801598510288,714.3736674346461,1.0,12.0,40.0,118.0,31146.0
ogle,2020,10,RAYLI,2685.0,2735.2581005586594,3661.0741145436996,1.0,121.0,982.0,4461.0,17961.0
ogle,2020,11,DENİZ,4513.0,119.4216707290051,173.27681406037487,1.0,16.0,47.0,159.0,1679.0
ogle,2020,11,OTOYOL,91759.0,112.2207848821369,609.8849462671166,1.0,9.0,32.0,97.0,26632.0
ogle,2020,11,RAYLI,2766.0,2237.4323933477945,3019.259768978242,1.0,100.0,858.0,3339.5,15609.0
ogle,2020,12,DENİZ,4156.0,89.48267564966314,135.03947789549557,1.0,10.0,33.0,112.25,1316.0
ogle,2020,12,OTOYOL,84834.0,80.7033264964519,531.0633552244808,1.0,6.0,22.0,66.0,24416.0
ogle,2020,12,RAYLI,2532.0,1754.1070300157978,2745.1744986521576,1.0,70.0,349.5,2609.0,15378.0
ogle,2021,1,DENİZ,4059.0,84.75511209657552,133.20319931182533,1.0,8.0,30.0,100.0,1188.0
ogle,2021,1,OTOYOL,81728.0,79.2741532889585,538.3519592970865,1.0,6.0,21.0,64.0,23329.0
ogle,2021,1,RAYLI,2499.0,1700.8175270108043,2714.719873930284,1.0,95.0,376.0,2097.5,15047.0
ogle,2021,2,DENİZ,3761.0,111.51475671363998,168.30165059604053,1.0,11.0,44.0,137.0,1337.0
ogle,2021,2,OTOYOL,75825.0,96.43154632377184,636.1838545368256,1.0,8.0,28.0,82.0,26498.0
ogle,2021,2,RAYLI,2418.0,2044.100082712986,3178.930235502628,1.0,104.0,468.5,2740.0,18150.0
ogle,2021,3,DENİZ,4620.0,147.52294372294372,225.13993174271602,1.0,15.0,56.0,194.0,2414.0
ogle,2021,3,OTOYOL,90807.0,129.4299448280419,775.9107901992758,1.0,11.0,38.0,111.0,36138.0
ogle,2021,3,RAYLI,2834.0,2745.201834862385,4142.525684803764,1.0,141.25,576.5,4293.25,27060.0
ogle,2021,4,DENİZ,4107.0,114.9464329194059,176.2304389488098,1.0,12.0,47.0,145.0,1761.0
ogle,2021,4,OTOYOL,81900.0,102.7089010989011,655.6365353965074,1.0,9.0,30.0,88.0,29379.0
ogle,2021,4,RAYLI,2545.0,2146.4330058939095,3460.50476166613,1.0,114.0,463.0,2691.0,20661.0
ogle,2021,5,DENİZ,3877.0,94.35413979881352,167.8812088973632,1.0,10.0,36.0,95.0,2178.0
ogle,2021,5,OTOYOL,82301.0,75.12278101116632,496.2438881278307,1.0,6.0,20.0,61.0,26220.0
ogle,2021,5,RAYLI,2315.0,1684.236717062635,2988.9963834729638,1.0,123.0,447.0,1756.5,20686.0
ogle,2021,6,DENİZ,4314.0,183.70190078813167,252.86970104128696,1.0,25.0,83.0,246.0,2436.0
ogle,2021,6,OTOYOL,88791.0,125.86942370285277,751.7633325198777,1.0,11.0,38.0,108.0,34306.0
ogle,2021,6,RAYLI,2907.0,2707.78259373925,4328.981355339764,1.0,123.0,442.0,3978.5,28773.0
ogle,2021,7,DENİZ,4831.0,228.75098323328504,292.0801470571625,1.0,34.0,111.0,310.0,2003.0
ogle,2021,7,OTOYOL,92371.0,132.7746911909582,717.6438865734647,1.0,13.0,42.0,120.0,32102.0
ogle,2021,7,RAYLI,3161.0,2696.253084466941,4274.187308848063,1.0,118.0,431.0,3992.0,27271.0
ogle,2021,8,DENİZ,4838.0,213.82513435303844,269.0188499526867,1.0,31.0,101.0,307.0,1987.0
ogle,2021,8,OTOYOL,93608.0,131.47323946671224,717.3456292562586,1.0,12.0,40.0,116.0,30095.0
ogle,2021,8,RAYLI,3077.0,2771.6948326291845,4355.22618879229,1.0,117.0,431.0,4248.0,25225.0
ogle,2021,9,DENİZ,4614.0,211.68682271348072,288.3784991663704,1.0,29.0,87.5,293.0,2746.0
ogle,2021,9,OTOYOL,93541.0,154.150842945874,855.9250348814543,1.0,13.0,45.0,132.0,38312.0
ogle,2021,9,RAYLI,3058.0,3162.853826030085,5041.996167995685,1.0,187.0,452.0,4945.0,34348.0
ogle,2021,10,DENİZ,4719.0,234.7005721551176,345.211037526235,1.0,27.0,88.0,323.0,3269.0
ogle,2021,10,OTOYOL,96631.0,177.06344754788836,1022.5414552443802,1.0,14.0,48.0,149.0,44722.0
ogle,2021,10,RAYLI,3162.0,3822.3662239089185,6255.96870033723,1.0,214.0,582.5,5451.25,40427.0
ogle,2021,11,DENİZ,4257.0,228.34437397228095,351.00872133058283,1.0,27.0,80.0,307.0,3036.0
ogle,2021,11,OTOYOL,94375.0,180.9074331125828,1057.1257688318033,1.0,13.0,48.0,150.0,43099.0
ogle,2021,11,RAYLI,3047.0,3936.86478503446,6487.132577462429,1.0,210.0,615.0,5388.5,45817.0
ogle,2021,12,DENİZ,4788.0,193.91228070175438,308.2721855299317,1.0,22.0,66.0,252.0,3352.0
ogle,2021,12,OTOYOL,97364.0,180.2455938539912,1017.6852820154648,1.0,14.0,48.0,150.0,42178.0
ogle,2021,12,RAYLI,3159.0,3864.6407090851535,6321.297346550791,1.0,193.0,613.0,5321.0,41956.0
ogle,2022,1,DENİZ,5228.0,149.2721882172915,241.82934028224187,1.0,18.0,53.0,188.0,2200.0
ogle,2022,1,OTOYOL,95276.0,160.15843444309164,882.4164607106501,1.0,12.0,43.0,135.0,36573.0
ogle,2022,1,RAYLI,3158.0,3335.034198860038,5340.629313434113,1.0,167.0,573.0,4568.0,31837.0
ogle,2022,2,DENİZ,4782.0,188.97741530740277,307.9224021126599,1.0,21.0,63.0,234.0,3463.0
ogle,2022,2,OTOYOL,87677.0,175.8037113496128,949.5036901127163,1.0,14.0,47.0,151.0,41682.0
ogle,2022,2,RAYLI,2855.0,3781.7180385288966,6145.853037098783,1.0,188.0,650.0,5231.5,43193.0
ogle,2022,3,DENİZ,5233.0,164.35027708771258,290.18613231513274,1.0,17.0,53.0,192.0,3408.0
ogle,2022,3,OTOYOL,97001.0,180.40786177462087,996.2594670662974,1.0,13.0,46.0,150.0,43770.0
ogle,2022,3,RAYLI,3145.0,3939.0823529411764,6423.915978335533,1.0,183.0,745.0,5303.0,42473.0
ogle,2022,4,DENİZ,5246.0,189.8028974456729,318.17786998580715,1.0,21.0,65.0,226.0,3107.0
ogle,2022,4,OTOYOL,94841.0,186.6779557364431,1007.4565597424298,1.0,14.0,49.0,161.0,40555.0
ogle,2022,4,RAYLI,3058.0,3923.2155003270113,6444.162413784967,1.0,185.0,739.0,5180.25,41109.0
ogle,2022,5,DENİZ,5601.0,251.80878414568826,401.57715550417583,1.0,31.0,86.0,308.0,3482.0
ogle,2022,5,OTOYOL,97637.0,196.96703094113911,1057.0078056268342,1.0,16.0,55.0,177.0,43724.0
ogle,2022,5,RAYLI,3129.0,4362.046021093001,7068.346917189569,1.0,219.0,909.0,5836.0,47620.0
ogle,2022,6,DENİZ,5372.0,211.316269545793,337.15725893348906,1.0,26.0,75.0,273.25,2892.0
ogle,2022,6,OTOYOL,95586.0,187.36252170819995,1025.8889629858518,1.0,15.0,51.0,163.0,44659.0
ogle,2022,6,RAYLI,3039.0,4170.638696939783,6750.147889665328,1.0,212.0,788.0,5788.5,40719.0
ogle,2022,7,DENİZ,5540.0,230.09693140794224,350.25178237599545,1.0,28.0,84.0,297.0,3511.0
ogle,2022,7,OTOYOL,95438.0,158.21462101049897,826.0733966229702,1.0,14.0,48.0,143.0,36386.0
ogle,2022,7,RAYLI,3162.0,3404.825743200506,5521.548149686699,1.0,194.0,603.0,4857.5,45386.0
ogle,2022,8,DENİZ,5470.0,201.85703839122488,290.4542586965414,1.0,26.0,76.0,272.0,2451.0
ogle,2022,8,OTOYOL,96960.0,153.4597050330033,813.9278249572267,1.0,14.0,46.0,139.0,33783.0
ogle,2022,8,RAYLI,3164.0,3418.05404551201,5506.82580554881,1.0,193.0,563.5,4923.25,35090.0
ogle,2022,9,DENİZ,5170.0,206.91624758220502,306.2833734991635,1.0,26.0,81.0,275.0,3266.0
ogle,2022,9,OTOYOL,96015.0,177.8927563401552,946.6049479352495,1.0,15.0,52.0,159.0,40760.0
ogle,2022,9,RAYLI,3062.0,3985.6178967994774,6388.0855255021515,1.0,216.0,732.0,5906.0,43309.0
ogle,2022,10,DENİZ,5437.0,230.13150634541108,397.11697846684643,1.0,25.0,75.0,277.0,4974.0
ogle,2022,10,OTOYOL,99078.0,208.56612971598136,1188.137783234705,1.0,16.0,57.0,181.0,52561.0
ogle,2022,10,RAYLI,3188.0,4794.076850690088,7836.491972773178,1.0,232.0,980.0,6447.75,54817.0
ogle,2022,11,DENİZ,6247.0,181.0630702737314,350.8426084257977,1.0,13.0,50.0,192.0,5341.0
ogle,2022,11,OTOYOL,96180.0,210.13327095030152,1205.8134905729373,1.0,15.0,55.0,180.0,46963.0
ogle,2022,11,RAYLI,3234.0,4534.696042053185,7654.883013796191,1.0,210.0,776.0,6041.25,49948.0
ogle,2022,12,DENİZ,6615.0,160.6464096749811,318.0324485578262,1.0,11.0,43.0,162.0,3668.0
ogle,2022,12,OTOYOL,99760.0,207.56519647153166,1181.8064079915157,1.0,15.0,53.0,179.0,49545.0
ogle,2022,12,RAYLI,3354.0,4450.347942754919,7556.497775475338,1.0,196.0,704.5,5800.5,52600.0
ogle,2023,1,DENİZ,7108.0,154.70568373663477,240.4608200490585,1.0,13.0,50.0,175.25,2853.0
ogle,2023,1,OTOYOL,99455.0,199.46088180584184,1114.6266751643986,1.0,14.0,50.0,173.0,46190.0
ogle,2023,1,RAYLI,3550.0,4080.6408450704225,7211.965610657677,1.0,169.0,664.0,3985.5,46963.0
ogle,2023,2,DENİZ,6177.0,128.71911931358264,200.1963299932034,1.0,12.0,43.0,149.0,1721.0
ogle,2023,2,OTOYOL,89403.0,171.3382213124839,918.559694622144,1.0,12.0,44.0,148.0,43811.0
ogle,2023,2,RAYLI,3240.0,3475.395061728395,6150.209536470178,1.0,159.75,632.5,3613.75,48573.0
ogle,2023,3,DENİZ,6969.0,128.88563638972593,199.76536029831394,1.0,11.0,43.0,144.0,1440.0
ogle,2023,3,OTOYOL,99193.0,183.09691208048955,934.6805491632061,1.0,13.0,47.0,161.0,42572.0
ogle,2023,3,RAYLI,3602.0,3585.444752915047,6293.181827404627,1.0,159.0,649.5,3747.5,44665.0
ogle,2023,4,DENİZ,5940.0,170.12946127946128,284.66013015996816,1.0,15.0,53.0,183.0,3455.0
ogle,2023,4,OTOYOL,83590.0,183.64490967819117,965.5618284196923,1.0,14.0,50.0,160.0,47771.0
ogle,2023,4,RAYLI,3046.0,3742.2268548916613,6573.071324617094,1.0,169.0,692.0,4002.0,56994.0
ogle,2023,5,DENİZ,7071.0,163.5529628058266,250.97418112626343,1.0,16.0,55.0,184.0,1960.0
ogle,2023,5,OTOYOL,99397.0,189.47545700574463,994.1278270212438,1.0,14.0,51.0,165.0,43305.0
ogle,2023,5,RAYLI,3610.0,3943.66648199446,6942.483646557777,1.0,179.0,722.5,4320.25,50582.0
ogle,2023,6,DENİZ,6917.0,176.60112765649848,258.35981420527344,1.0,19.0,63.0,213.0,2684.0
ogle,2023,6,OTOYOL,96426.0,177.91149689917657,971.0542552582034,1.0,14.0,50.0,156.0,49260.0
ogle,2023,6,RAYLI,3466.0,3861.983266012695,6658.866225553784,1.0,187.0,717.5,4435.75,48410.0
ogle,2023,7,DENİZ,6954.0,142.6665228645384,203.14584156460367,1.0,17.0,55.0,175.0,2281.0
ogle,2023,7,OTOYOL,97040.0,145.92978153338828,790.0619853396398,1.0,13.0,42.0,130.0,34052.0
ogle,2023,7,RAYLI,3503.0,3142.5695118469885,5373.673046431462,1.0,152.0,581.0,3727.0,37060.0
sabah,2020,1,DENİZ,9331.0,147.1152073732719,334.56955583326584,1.0,13.0,40.0,127.0,4262.0
sabah,2020,1,OTOYOL,211891.0,180.53571883657165,1121.2544863816502,1.0,11.0,44.0,154.0,62575.0
sabah,2020,1,RAYLI,4864.0,4011.7049753289475,6632.59371069892,1.0,110.0,804.0,5142.75,38249.0
sabah,2020,2,DENİZ,8854.0,160.44420600858368,384.83419187980104,1.0,13.25,43.0,137.0,5172.0
sabah,2020,2,OTOYOL,199826.0,196.55714471590284,1230.4736345547963,1.0,11.0,45.0,167.0,71737.0
sabah,2020,2,RAYLI,4701.0,4203.811104020421,7165.460379743399,1.0,140.0,908.0,5146.0,44215.0
sabah,2020,3,DENİZ,9048.0,107.72292219274978,305.7354221821763,1.0,7.0,25.0,83.0,5402.0
sabah,2020,3,OTOYOL,200067.0,132.18134424967636,942.3619131556492,1.0,7.0,26.0,97.0,71713.0
sabah,2020,3,RAYLI,4760.0,2720.496848739496,5583.526511805777,1.0,65.0,531.5,2536.0,44149.0
sabah,2020,4,DENİZ,6062.0,24.258495546024413,41.64757334899978,1.0,3.0,8.0,24.0,308.0
sabah,2020,4,OTOYOL,151012.0,37.89800810531614,201.16774306042018,1.0,3.0,11.0,33.0,10500.0
sabah,2020,4,RAYLI,3252.0,678.6116236162362,928.9473071718787,1.0,32.75,287.5,899.25,5236.0
sabah,2020,5,DENİZ,5116.0,38.304534792806884,69.27650624600344,1.0,3.0,10.0,37.0,631.0
sabah,2020,5,OTOYOL,146663.0,47.82227964790029,291.3701035222067,1.0,4.0,12.0,39.0,18713.0
sabah,2020,5,RAYLI,3385.0,855.9923190546529,1355.6651835078974,1.0,36.0,216.0,1108.0,8737.0
sabah,2020,6,DENİZ,8221.0,89.25751125167254,157.7258192080536,1.0,10.0,29.0,90.0,1633.0
sabah,2020,6,OTOYOL,188556.0,95.63545577971531,583.966001014962,1.0,7.0,25.0,81.0,33956.0
sabah,2020,6,RAYLI,4144.0,2056.463803088803,2937.265401237829,1.0,91.0,745.5,2763.5,16132.0
sabah,2020,7,DENİZ,9012.0,117.96560142032845,190.4374381785205,1.0,15.0,45.0,137.0,1755.0
sabah,2020,7,OTOYOL,197136.0,111.12725225225225,669.2385540891994,1.0,8.0,30.0,96.0,36074.0
sabah,2020,7,RAYLI,4571.0,2297.970247210676,3317.4159137569136,1.0,91.0,794.0,3048.5,19686.0
sabah,2020,8,DENİZ,8975.0,119.34963788300836,197.49986834996392,1.0,15.0,45.0,134.0,1968.0
sabah,2020,8,OTOYOL,198593.0,113.68380053677622,685.3237306936559,1.0,8.0,30.0,97.0,38776.0
sabah,2020,8,RAYLI,4851.0,2191.8043702329414,3368.8006314263275,1.0,68.0,709.0,2888.0,18940.0
sabah,2020,9,DENİZ,8788.0,113.5449476558944,203.48378165432285,1.0,14.0,40.0,119.0,2066.0
sabah,2020,9,OTOYOL,196522.0,126.1888338201321,776.3135564893911,1.0,8.0,33.0,107.0,42043.0
sabah,2020,9,RAYLI,4820.0,2421.3846473029043,3774.188653181459,1.0,70.0,714.0,3183.0,20156.0
sabah,2020,10,DENİZ,8961.0,108.42662649257895,202.30330118516372,1.0,12.0,35.0,111.0,2217.0
sabah,2020,10,OTOYOL,202048.0,130.02225213810578,799.9800296198867,1.0,8.0,33.0,110.0,46044.0
sabah,2020,10,RAYLI,4974.0,2496.8283071974265,3923.91601734738,1.0,76.0,716.0,3246.75,21610.0
sabah,2020,11,DENİZ,8454.0,86.65306363851431,173.6338510655436,1.0,9.0,26.0,86.0,2062.0
sabah,2020,11,OTOYOL,191875.0,117.28124560260586,724.5567317926401,1.0,7.0,29.0,97.0,42632.0
sabah,2020,11,RAYLI,5104.0,2190.344043887147,3486.5821035811746,1.0,71.0,644.5,2722.5,20815.0
sabah,2020,12,DENİZ,8196.0,73.95204978038068,151.184287317209,1.0,6.0,20.0,69.0,1475.0
sabah,2020,12,OTOYOL,190727.0,101.2087171716642,687.734670830139,1.0,6.0,23.0,80.0,38299.0
sabah,2020,12,RAYLI,4722.0,2059.9705633206268,3418.1398198720512,1.0,66.0,520.0,2481.75,20162.0
sabah,2021,1,DENİZ,7822.0,70.62336998210176,149.76383507672605,1.0,6.0,19.0,63.0,1554.0
sabah,2021,1,OTOYOL,184212.0,100.27795691920178,702.192171196961,1.0,6.0,23.0,78.0,41177.0
sabah,2021,1,RAYLI,4745.0,1983.9881981032665,3456.9663280639966,1.0,72.0,449.0,2120.0,22154.0
sabah,2021,2,DENİZ,7257.0,80.81287033209315,162.52905001889002,1.0,7.0,23.0,75.0,1709.0
sabah,2021,2,OTOYOL,166216.0,118.33905279876787,809.4414155862762,1.0,7.0,29.0,96.0,46613.0
sabah,2021,2,RAYLI,4562.0,2282.8757124068393,3890.2304123759127,1.0,64.25,520.5,2587.0,25747.0
sabah,2021,3,DENİZ,8803.0,103.10541860729298,199.04029688276182,1.0,10.0,31.0,102.0,2167.0
sabah,2021,3,OTOYOL,198337.0,142.2199992941307,940.5433778289881,1.0,9.0,36.0,118.0,55017.0
sabah,2021,3,RAYLI,5353.0,2824.969736596301,4650.1770785974,1.0,82.0,619.0,3499.0,30141.0
sabah,2021,4,DENİZ,8038.0,85.38293107738244,170.94123981713196,1.0,8.0,26.0,81.0,1979.0
sabah,2021,4,OTOYOL,180955.0,121.89306181094747,831.5900787955329,1.0,8.0,30.0,100.0,51136.0
sabah,2021,4,RAYLI,4867.0,2314.3283336757754,4029.199097093652,1.0,77.0,508.0,2612.5,27379.0
sabah,2021,5,DENİZ,7603.0,69.02170195975273,142.86871802186192,1.0,6.0,21.0,64.0,1742.0
sabah,2021,5,OTOYOL,184386.0,90.47138069050796,615.3714754782335,1.0,6.0,21.0,71.0,44599.0
sabah,2021,5,RAYLI,4479.0,1756.2625586068318,3283.751459381815,1.0,87.0,420.0,1711.5,26845.0
sabah,2021,6,DENİZ,8752.0,118.69458409506399,210.65446353693002,1.0,12.0,41.0,124.0,1954.0
sabah,2021,6,OTOYOL,194613.0,139.84936771952542,886.8870476971816,1.0,9.0,35.0,116.0,46912.0
sabah,2021,6,RAYLI,5464.0,2660.13378477306,4557.681670622392,1.0,65.0,443.5,3189.25,29466.0
sabah,2021,7,DENİZ,9398.0,124.52841030006384,201.12734627453582,1.0,15.0,47.0,141.0,2133.0
sabah,2021,7,OTOYOL,195567.0,126.46523186427157,769.9705259945875,1.0,9.0,34.0,108.0,44697.0
sabah,2021,7,RAYLI,5847.0,2273.256199760561,3997.321019454337,1.0,64.0,394.0,2742.0,28332.0
sabah,2021,8,DENİZ,9594.0,128.78642901813635,216.7605032065225,1.0,14.0,47.0,141.0,2213.0
sabah,2021,8,OTOYOL,199754.0,138.3083893188622,851.0784566766971,1.0,10.0,36.0,116.0,44927.0
sabah,2021,8,RAYLI,5706.0,2634.6475639677533,4500.556293714411,1.0,72.0,473.5,3275.25,29344.0
sabah,2021,9,DENİZ,9175.0,131.913242506812,240.12071780082377,1.0,14.0,45.0,140.0,2523.0
sabah,2021,9,OTOYOL,200740.0,162.5739115273488,1014.4632362126003,1.0,10.0,40.0,135.0,58741.0
sabah,2021,9,RAYLI,5796.0,3112.7972739820566,5564.178962894031,1.0,121.0,488.5,3704.25,38440.0
sabah,2021,10,DENİZ,9120.0,136.09934210526316,268.52544635687997,1.0,13.0,41.0,138.0,3053.0
sabah,2021,10,OTOYOL,204557.0,173.63688849562715,1138.1467946433702,1.0,10.0,40.0,144.0,64982.0
sabah,2021,10,RAYLI,6004.0,3418.68654230513,6389.461247749598,1.0,125.0,522.0,3590.75,44104.0
sabah,2021,11,DENİZ,8421.0,135.45600285001782,281.42252806965104,1.0,12.0,39.0,129.0,3190.0
sabah,2021,11,OTOYOL,201003.0,180.51041029238368,1186.9573747189656,1.0,10.0,41.0,148.0,65783.0
sabah,2021,11,RAYLI,5810.0,3647.9886402753873,6713.157282850976,1.0,132.0,550.5,3972.5,44942.0
sabah,2021,12,DENİZ,9286.0,121.99903079905233,262.3769470774891,1.0,10.0,34.0,116.0,3093.0
sabah,2021,12,OTOYOL,207836.0,183.71733001020036,1152.0738062993903,1.0,10.0,42.0,155.0,63505.0
sabah,2021,12,RAYLI,6024.0,3648.1550464807437,6709.940773013666,1.0,129.0,562.0,4070.75,44678.0
sabah,2022,1,DENİZ,9733.0,89.95171067502312,195.61257742375437,1.0,8.0,26.0,87.0,2454.0
sabah,2022,1,OTOYOL,200066.0,156.9005628142713,956.7635152435267,1.0,9.0,36.0,130.0,55071.0
sabah,2022,1,RAYLI,5957.0,3070.171394997482,5570.978107888882,1.0,104.0,538.0,3369.0,39437.0
sabah,2022,2,DENİZ,9046.0,107.15376962193234,227.1352845575515,1.0,9.0,31.0,103.0,2878.0
sabah,2022,2,OTOYOL,186367.0,175.87333594466833,1054.3418865185804,1.0,10.0,40.0,149.0,61563.0
sabah,2022,2,RAYLI,5410.0,3504.9255083179296,6355.03611053185,1.0,119.0,596.0,4054.25,45790.0
sabah,2022,3,DENİZ,9938.0,110.10062386798148,254.05600682054992,1.0,9.0,30.0,102.0,3323.0
sabah,2022,3,OTOYOL,207170.0,188.45969010957185,1164.0623852143374,1.0,10.0,41.0,156.0,65212.0
sabah,2022,3,RAYLI,5961.0,3893.909243415534,7163.900546086016,1.0,130.0,688.0,4353.0,48767.0
sabah,2022,4,DENİZ,9751.0,119.10993744231361,259.52481747778603,1.0,10.0,35.0,112.0,3205.0
sabah,2022,4,OTOYOL,200832.0,185.22890276449968,1127.230204370986,1.0,10.0,41.0,158.0,61782.0
sabah,2022,4,RAYLI,5818.0,3707.2770711584735,6855.2682047767175,1.0,126.0,608.5,4220.25,50462.0
sabah,2022,5,DENİZ,10410.0,134.34466858789625,268.3778978677217,1.0,11.0,42.0,136.0,3456.0
sabah,2022,5,OTOYOL,204485.0,182.85636110228134,1102.4072587093558,1.0,10.0,42.0,157.0,64857.0
sabah,2022,5,RAYLI,5981.0,3643.8376525664603,6821.742897463258,1.0,134.0,634.0,3998.0,49264.0
sabah,2022,6,DENİZ,10359.0,138.51501110145767,281.39494285648254,1.0,12.0,43.0,139.0,3375.0
sabah,2022,6,OTOYOL,202710.0,189.2780573232697,1157.849756819668,1.0,11.0,44.0,163.0,62000.0
sabah,2022,6,RAYLI,5903.0,3910.524309673048,7026.925830327032,1.0,134.0,657.0,4671.5,47965.0
sabah,2022,7,DENİZ,10469.0,131.2934377686503,238.08752532069687,1.0,12.0,40.0,142.0,2779.0
sabah,2022,7,OTOYOL,199960.0,145.87040408081617,877.1330294831542,1.0,10.0,37.0,126.0,51653.0
sabah,2022,7,RAYLI,6025.0,2849.2326970954355,5197.153947307927,1.0,108.0,498.0,3202.0,39400.0
sabah,2022,8,DENİZ,10705.0,131.7211583372256,246.7608356316854,1.0,12.0,40.0,139.0,2816.0
