iter	RMSE
630	1.167214762
631	1.16590113
632	1.164485673
633	1.163096648
634	1.1600695
635	1.157099185
636	1.156897899
637	1.155647542
638	1.152729267
639	1.152104523
640	1.151514348
641	1.15044215
642	1.150322008
643	1.149506682
644	1.146634901
645	1.144210768
646	1.143514663
647	1.140689266
648	1.139866621
649	1.138682495
650	1.137807274
651	1.136829526
652	1.134047133
653	1.133933642
654	1.133136822
655	1.132107116
656	1.129782118
657	1.12704086
658	1.125710192
659	1.125148611
660	1.124376663
661	1.124240458
662	1.121544183
663	1.120918653
664	1.120728596
665	1.120544165
666	1.120428369
667	1.117779957
668	1.117678276
669	1.117115257
670	1.113178824
671	1.112413169
672	1.111630706
673	1.110491381
674	1.109738365
675	1.109631602
676	1.10872321
677	1.104385408
678	1.103642399
679	1.101847674
680	1.10031914
681	1.100212336
682	1.099590631
683	1.099491291
684	1.098715107
685	1.096474501
686	1.095518876
687	1.093756611
688	1.091158781
689	1.087389789
690	1.086810956
691	1.085305282
692	1.084532183
693	1.083625564
694	1.0817166
695	1.081593092
696	1.081192668
697	1.080621852
698	1.079873964
699	1.078146516
700	1.075604535
701	1.0749601
702	1.072463278
703	1.072350013
704	1.072254429
705	1.072150278
706	1.071594995
707	1.071449349
708	1.071336503
709	1.071247077
710	1.067616655
711	1.065922897
712	1.063492896
713	1.062191897
714	1.062081506
715	1.059693414
716	1.058881718
717	1.058149556
718	1.058040921
719	1.057496119
720	1.057123478
721	1.057018883
722	1.05355402
723	1.052791908
724	1.052003731
725	1.049005529
726	1.04823076
727	1.046147612
728	1.042852621
729	1.041247363
730	1.040028838
731	1.039492682
732	1.037171439
733	1.036813682
734	1.036710886
735	1.035788754
736	1.035011977
737	1.032729519
738	1.032018224
739	1.031264502
740	1.031163079
741	1.030445447
742	1.029746457
743	1.029224119
744	1.028731923
745	1.028645994
746	1.02856466
747	1.028484989
748	1.028007096
749	1.026506091
750	1.025762156
751	1.025272731
752	1.024806251
753	1.02472755
754	1.024037821
755	1.023960627
756	1.023283334
757	1.021023806
758	1.017821282
759	1.017217663
760	1.015185004
761	1.013106776
762	1.013018045
763	1.01294253
764	1.012479793
765	1.011282877
766	1.011208707
767	1.011110431
768	1.009558261
769	1.007345264
770	1.005173871
771	1.0051018
772	1.004663491
773	1.004592472
774	1.003894133
775	1.003812788
776	1.00333699
777	1.003244433
778	1.002815327
779	1.002747475
780	1.000611687
781	1.000522088
782	1.000419583
783	0.9973712937
784	0.9958276122
785	0.9951442216
786	0.9944043126
787	0.9936656261
788	0.9932225988
789	0.9917014585
790	0.988721712
791	0.9872237597
792	0.9871588108
793	0.9865055361
794	0.985818836
795	0.9843148185
796	0.9835815158
797	0.9831472803
798	0.9827578711
799	0.9826936149
800	0.9820496248
801	0.9805684442
802	0.9794256293
803	0.9785397812
804	0.9770797235
805	0.9756194372
806	0.9744949355
807	0.9735944461
808	0.9735309724
809	0.9726395015
810	0.9712116196
811	0.9703388598
812	0.9688959672
813	0.9659965579
814	0.964574165
815	0.9631638312
816	0.9631011557
817	0.9611017198
818	0.9610401564
819	0.9608751727
820	0.9602053519
821	0.9595583641
822	0.9594980725
823	0.9590677433
824	0.9583909333
825	0.9569840245
826	0.9556663032
827	0.9537478308
828	0.9512912049
829	0.9508828857
830	0.9505873853
831	0.949110313
832	0.9490386384
833	0.946663611
834	0.9453654222
835	0.9439383591
836	0.943781166
837	0.9437108497
838	0.9430382901
839	0.9429696484
840	0.9423707534
841	0.9419930868
842	0.9416102863
843	0.940209037
844	0.9396025383
845	0.9392089864
846	0.9391527743
847	0.9390107464
848	0.9379278715
849	0.9368651826
850	0.9358222988
851	0.9354386174
852	0.9334430077
853	0.9316199717
854	0.9293089616
855	0.928927277
856	0.9276107866
857	0.9272356981
858	0.9262024378
859	0.9241612614
860	0.9221582075
861	0.921486053
862	0.9201100577
863	0.919523993
864	0.9194483777
865	0.9174898401
866	0.9161170562
867	0.9147846313
868	0.9138660709
869	0.9132970128
870	0.9132424251
871	0.9118891392
872	0.9092173769
873	0.9076073379
874	0.9068537219
875	0.9050887769
876	0.9050289742
877	0.9041450236
878	0.9038102252
879	0.9031953055
880	0.9018522147
881	0.9016587003
882	0.9001008984
883	0.8987788201
884	0.8961503291
885	0.8954284407
886	0.8951867562
887	0.8936586934
888	0.8927989826
889	0.8914910128
890	0.8911557808
891	0.8898564293
892	0.8888726891
893	0.8862955858
894	0.8862423569
895	0.8847493584
896	0.8840562194
897	0.8827599604
898	0.8824355237
899	0.8809752295
900	0.8800161591
901	0.8793430612
902	0.8784666849
903	0.8771954578
904	0.8769629949
905	0.8744295995
906	0.8743654876
907	0.873079485
908	0.8730169154
909	0.8715892898
910	0.8709329839
911	0.8705224185
912	0.8696151211
913	0.8683466351
914	0.8669487963
915	0.866156855
916	0.8643982723
917	0.8635159559
918	0.861025058
919	0.8597677687
920	0.8594388645
921	0.8593683715
922	0.8581004313
923	0.856862535
924	0.856812246
925	0.8565103441
926	0.8563610203
927	0.854991552
928	0.8543653026
929	0.8543095545
930	0.853446451
931	0.8533918519
932	0.8533442766
933	0.8520913366
934	0.8508830567
935	0.8482842666
936	0.8482373707
937	0.846890399
938	0.8455789166
939	0.8454364668
940	0.8447523189
941	0.8437328281
942	0.8425170147
943	0.8411626789
944	0.8411054502
945	0.8400194638
946	0.8398971824
947	0.8392935085
948	0.8391074968
949	0.8387207011
950	0.8363391993
951	0.8354947425
952	0.8342405967
953	0.832349014
954	0.8321972277
955	0.8308596144
956	0.8300313168
957	0.8289373642
958	0.8281998022
959	0.8279983417
960	0.8262338758
961	0.8250036653
962	0.8237989341
963	0.8227358933
964	0.8214904544
965	0.8204351472
966	0.8202569594
967	0.8197698044
968	0.8196823232
969	0.8186685509
970	0.8168155616
971	0.8151033335
972	0.8141608398
973	0.8130401238
974	0.8129869759
975	0.8120608016
976	0.8111518126
977	0.8102596889
978	0.8096800827
979	0.8095126765
980	0.8086362303
981	0.8068436863
982	0.8067607727
983	0.8050853307
984	0.8034478073
985	0.8026446674
986	0.8013144996
987	0.8009166695
988	0.800350113
989	0.7990504687
990	0.7982704217
991	0.7982080568
992	0.7976586344
993	0.7963882934
994	0.7951426091
995	0.7940766491
996	0.7935422526
997	0.7922986008
998	0.7921382614
999	0.7909101975
